"pic_name","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20"
"plot_turk1_100_0_5_1.png","0.132038260929782","0.855522802227826","0.178534702271591","0.557503437879039","0.966138585029867","0.908647069467248","0.292608879010402","0.0292122282215146","0.197683569576086","0.81607198134075","0.716810494868212","0.660856192776221","0.251548272690684","0.443766532327739","0.393351423179069","0.503221399964515","0.611708298632341","0.767787149691472","0.0813479294936164","0.345344585082217"
"plot_turk1_100_0_5_2.png","0.364424379670218","0.492393357449598","0.785700418074279","0.589493106797203","0.427815493263546","0.833881798372077","0.169514882056496","0.218102962849762","0.0762475458241545","0.64347337634996","0.26388580818886","0.31866565658414","0.963403837984838","0.685531947202669","0.738404540851888","0.0250480101865949","0.539518338448434","0.48283539045328","0.909133188969303","0.120639010820268"
"plot_turk1_100_0_5_3.png","0.369077980267583","0.870974572237298","0.626185877108859","0.918652768228228","0.71879807375597","0.66930410214187","0.195667232614097","0.0333083202809678","0.0792466941727678","0.419836121963061","0.838190856264413","0.262623952450065","0.313837452281623","0.819804655184313","0.763441414346257","0.135922956844492","0.970511886500653","0.526703456316527","0.577948069899754","0.467920466267987"
"plot_turk1_100_1_5_1.png","0.176782775594435","0.810851674222625","0.0827652053625791","0.366061588224752","0.641809936695159","0.0323039559744904","0.963284023270771","0.427604268701758","0.600104761050195","0.905552080864765","0.756180770423941","0.326072620456816","0.536829913800877","0.693095267915462","0.273062806161382","0.481483971404898","0.221588245934422","0.122057254615796","0.055638894188729","0.855002684688171"
"plot_turk1_100_1_5_2.png","0.297503277751279","0.0813936063107458","0.517943549757197","0.775649323792505","0.452147027766728","0.120500177199463","0.965761038480579","0.354460507357438","0.627997753050623","0.671834969303812","0.0272458756287312","0.39568531559664","0.879775924954191","0.320908827962973","0.573894743889386","0.715609359083521","0.178797385729429","0.821603355074143","0.239865550451313","0.917645429865461"
"plot_turk1_100_1_5_3.png","0.841871476790923","0.415174098334819","0.0697341316758613","0.303571832573587","0.683850461644795","0.902869051370209","0.569017035149841","0.739732594676141","0.358314230133708","0.517066933115464","0.750114183341809","0.115816739078636","0.160277134326578","0.249355304996586","0.46105988296425","0.207685413834687","0.964776880555729","0.0280154475042472","0.797512949838135","0.621564254068602"
"plot_turk1_100_3_5_1.png","0.251506118991745","0.458921465440904","0.366363549730737","0.0301984873059119","0.908073488376358","0.63840423240155","0.853843044165109","0.596222566202249","0.306229703269079","0.544346267552956","0.500498598793273","0.134806135805939","0.0824346990433064","0.691084892866346","0.190501575924514","0.749658271892073","0.405328998067903","0.951289363527577","0.798103570037131","0.000141065168845685"
"plot_turk1_100_3_5_2.png","0.8168101414508","0.308580810970674","0.658153115276218","0.867410501976104","0.444621373613348","0.0036143165302183","0.49956888785774","0.0282532702366022","0.0760646683548501","0.252477581907706","0.760187344260998","0.131871891874777","0.553086448231365","0.966820343753639","0.600856174279957","0.203734660055567","0.69983395778549","0.40226209280072","0.918149639734666","0.355976130740592"
"plot_turk1_100_3_5_3.png","0.125997895484757","0.860868062032254","0.417521525890809","0.806430525024773","0.0750016364972484","0.324320435369223","0.471043178491603","0.68537767266376","0.275051479688437","0.955780047598451","0.577339287492882","0.624927049268687","0.0201921556273021","0.912427552777109","0.7399350980113","0.225690969628002","0.368278585686988","0.17585785150394","0.0585641539557151","0.527843749621555"
"plot_turk1_100_5_5_1.png","0.141111121632924","0.390429197875408","2.28471293024381e-08","0.0861833457622116","0.290456562008003","0.588663423614557","0.898724556476337","0.845889357689986","0.692297629351599","0.0308052814994423","0.639761047483348","0.74563760919697","0.199171629712445","0.484854700319641","0.440851561838144","0.346943427415428","0.794322294742041","0.958173181088422","0.536534673020922","0.247312840567933"
"plot_turk1_100_5_5_2.png","0.863617232063643","0.584904477121616","0.326674023014276","0.492362267735746","2.66025756586237e-06","0.69272629309161","0.965838297893359","0.420170325383453","0.131976756961841","0.535567008162908","0.279168217059437","0.0862341357710626","0.374296349465512","0.642083551987411","0.75476322602473","0.916912503896036","0.811969010747716","0.189574656867379","0.236045145750861","0.0257777271033928"
"plot_turk1_100_5_5_3.png","0.697866002419089","0.000169784095760058","0.179309445047351","0.848920373371316","0.339465717522305","0.909743536520141","0.23499191066885","0.965328683732247","0.457510802507405","0.393053555489803","0.793366798161474","0.552820816927147","0.0296644579564421","0.64412258838411","0.60628622711409","0.284634549894233","0.126950021593649","0.080429467875695","0.748869680258856","0.505049617971415"
"plot_turk1_100_8_5_1.png","0.0191270997844784","0.871446316994728","0.91572990698533","0.0819896826780594","0.709007615722011","1.26640703790031e-14","0.173989139479886","0.380213446323329","0.127283874861484","0.434467247255759","0.541744288821194","0.653749284467525","0.81382588559738","0.48281556646357","0.596991580663923","0.230384730755156","0.754622615934055","0.969064691565274","0.336164994537172","0.282170648101365"
"plot_turk1_100_8_5_2.png","0.478139685525416","0.958060566854531","0.29226290324506","0.632877440990145","0.801131413962226","0.0681067378974247","0.132890084177742","0.234629842540241","0.33546141826429","0.852701113329566","0.535463871845732","0.420079627777341","0.901628172300878","6.13050631660348e-12","0.184100767882111","0.689127707938044","0.0222650886399143","0.582859425448768","0.390003198618942","0.747512518289472"
