"pic_name","beta_hat"
"plot_turk3_100_10_5_1.png",-1.37010605771012
"plot_turk3_100_10_5_2.png",-1.37916158637791
"plot_turk3_100_10_5_3.png",1.62537935569718
"plot_turk3_100_10_5_4.png",-1.5162522967204
"plot_turk3_100_10_5_5.png",-1.6381268473867
"plot_turk3_100_125_5_1.png",0.797028628129582
"plot_turk3_100_125_5_2.png",0.837451826435496
"plot_turk3_100_125_5_3.png",-0.825671292055256
"plot_turk3_100_125_5_4.png",1.26140387153898
"plot_turk3_100_125_5_5.png",0.81259130849091
"plot_turk3_100_150_5_1.png",0.628340453668099
"plot_turk3_100_150_5_2.png",0.690135053113686
"plot_turk3_100_150_5_3.png",0.732895867964998
"plot_turk3_100_150_5_4.png",0.701184533819745
"plot_turk3_100_150_5_5.png",-0.751871193482579
"plot_turk3_100_225_5_1.png",0.725083789108969
"plot_turk3_100_225_5_2.png",0.747074964557152
"plot_turk3_100_225_5_3.png",0.523357035974382
"plot_turk3_100_225_5_4.png",-0.0695464064786222
"plot_turk3_100_225_5_5.png",0.291278724999196
"plot_turk3_100_40_5_1.png",-1.55028418557249
"plot_turk3_100_40_5_2.png",1.0839901562563
"plot_turk3_100_40_5_3.png",1.60845481758413
"plot_turk3_100_40_5_4.png",0.573407468270283
"plot_turk3_100_40_5_5.png",-1.67077631726237
"plot_turk3_100_75_5_1.png",-1.30202442199842
"plot_turk3_100_75_5_2.png",1.1470053844277
"plot_turk3_100_75_5_3.png",-0.868944123752143
"plot_turk3_100_75_5_4.png",-0.647435442197951
"plot_turk3_100_75_5_5.png",-1.67321650790142
