"response","time_taken","conf_level","choice_reason","sample_size","p_value","age","academic_study","gender","beta","sigma","id","replica","pic"
"FALSE",75,2,"2",100,0.0036,9,4,"Male",3,5,92,2,"plot_turk1_100_3_5_2.png"
"FALSE",77,2,"2",100,0.1867,9,4,"Male",3,12,92,2,"plot_turk1_100_3_12_2.png"
"FALSE",48,2,"1",100,0,9,4,"Male",8,12,92,1,"plot_turk1_100_8_12_1.png"
"FALSE",93,2,"1",100,0.0186,9,4,"Male",8,12,92,3,"plot_turk1_100_8_12_3.png"
"TRUE",26,1,"1",100,0,9,4,"Male",10,12,92,1,"plot_turk1_100_10_12_1.png"
"TRUE",71,3,"2",100,1e-04,9,4,"Male",10,12,92,2,"plot_turk1_100_10_12_2.png"
"TRUE",37,1,"1",100,0,9,4,"Male",16,12,92,1,"plot_turk1_100_16_12_1.png"
"TRUE",64,2,"1",300,0,9,4,"Male",3,5,92,1,"plot_turk1_300_3_5_1.png"
"TRUE",47,2,"2",300,3e-04,9,4,"Male",5,12,92,2,"plot_turk1_300_5_12_2.png"
"TRUE",44,2,"2",300,0,9,4,"Male",7,12,92,2,"plot_turk1_300_7_12_2.png"
"TRUE",94,1,"1",100,1e-04,3,3,"Male",3,5,131,1,"plot_turk1_100_3_5_1.png"
"FALSE",98,1,"3",100,0.1867,3,3,"Male",3,12,131,2,"plot_turk1_100_3_12_2.png"
"TRUE",36,2,"1",100,0,3,3,"Male",8,12,131,1,"plot_turk1_100_8_12_1.png"
"FALSE",43,1,"1",100,0.001,3,3,"Male",8,12,131,2,"plot_turk1_100_8_12_2.png"
"FALSE",80,2,"1",100,1e-04,3,3,"Male",10,12,131,2,"plot_turk1_100_10_12_2.png"
"FALSE",27,1,"1",300,0.0155,3,3,"Male",2,5,131,3,"plot_turk1_300_2_5_3.png"
"TRUE",37,1,"1",300,0,3,3,"Male",5,5,131,3,"plot_turk1_300_5_5_3.png"
"FALSE",72,2,"3",300,0.7854,3,3,"Male",1,12,131,3,"plot_turk1_300_1_12_3.png"
"TRUE",83,2,"1",300,0.0295,3,3,"Male",3,12,131,2,"plot_turk1_300_3_12_2.png"
"FALSE",71,1,"1",300,0.0082,3,3,"Male",5,12,131,3,"plot_turk1_300_5_12_3.png"
"TRUE",19,3,"2",100,1e-04,2,3,"Female",3,5,52,1,"plot_turk1_100_3_5_1.png"
"FALSE",37,2,"1",100,0.8414,2,3,"Female",1,12,52,3,"plot_turk1_100_1_12_3.png"
"FALSE",25,3,"1",100,0.001,2,3,"Female",8,12,52,2,"plot_turk1_100_8_12_2.png"
"FALSE",18,1,"1",100,1e-04,2,3,"Female",10,12,52,2,"plot_turk1_100_10_12_2.png"
"FALSE",46,2,"2",300,0.0063,2,3,"Female",1,5,52,1,"plot_turk1_300_1_5_1.png"
"FALSE",16,2,"1",300,0.4401,2,3,"Female",1,5,52,3,"plot_turk1_300_1_5_3.png"
"TRUE",20,3,"1",300,0,2,3,"Female",3,5,52,1,"plot_turk1_300_3_5_1.png"
"TRUE",10,2,"1",300,0,2,3,"Female",5,5,52,2,"plot_turk1_300_5_5_2.png"
"FALSE",24,2,"2",300,0.0015,2,3,"Female",3,12,52,1,"plot_turk1_300_3_12_1.png"
"TRUE",16,2,"2",300,0.0295,2,3,"Female",3,12,52,2,"plot_turk1_300_3_12_2.png"
"TRUE",26,4,"3",100,1e-04,6,5,"Female",3,5,144,1,"plot_turk1_100_3_5_1.png"
"FALSE",20,3,"2",100,0.1867,6,5,"Female",3,12,144,2,"plot_turk1_100_3_12_2.png"
"TRUE",15,3,"3",100,0,6,5,"Female",8,12,144,1,"plot_turk1_100_8_12_1.png"
"FALSE",16,3,"2",100,0.0186,6,5,"Female",8,12,144,3,"plot_turk1_100_8_12_3.png"
"FALSE",29,3,"2",100,0.0033,6,5,"Female",10,12,144,3,"plot_turk1_100_10_12_3.png"
"FALSE",29,5,"2",300,0.8156,6,5,"Female",0,5,144,3,"plot_turk1_300_0_5_3.png"
"FALSE",21,3,"1",300,0.0063,6,5,"Female",1,5,144,1,"plot_turk1_300_1_5_1.png"
"TRUE",68,4,"1",300,0,6,5,"Female",3,5,144,3,"plot_turk1_300_3_5_3.png"
"FALSE",23,3,"3",300,0.2258,6,5,"Female",3,12,144,3,"plot_turk1_300_3_12_3.png"
"TRUE",18,4,"1",300,0,6,5,"Female",10,12,144,1,"plot_turk1_300_10_12_1.png"
"TRUE",15,3,"1",100,0.1785,2,1,"Male",0,5,12,1,"plot_turk1_100_0_5_1.png"
"FALSE",83,2,"1",100,0.0036,2,1,"Male",3,5,12,2,"plot_turk1_100_3_5_2.png"
"FALSE",58,2,"1",100,0.1867,2,1,"Male",3,12,12,2,"plot_turk1_100_3_12_2.png"
"FALSE",44,3,"1",300,0.0063,2,1,"Male",1,5,12,1,"plot_turk1_300_1_5_1.png"
"FALSE",41,3,"1",300,0.0898,2,1,"Male",1,5,12,2,"plot_turk1_300_1_5_2.png"
"TRUE",38,4,"1",300,0,2,1,"Male",3,5,12,2,"plot_turk1_300_3_5_2.png"
"TRUE",32,3,"1",300,0,2,1,"Male",5,5,12,3,"plot_turk1_300_5_5_3.png"
"TRUE",70,4,"1",300,0.2258,2,1,"Male",3,12,12,3,"plot_turk1_300_3_12_3.png"
"FALSE",33,4,"1",300,3e-04,2,1,"Male",5,12,12,2,"plot_turk1_300_5_12_2.png"
"FALSE",31,3,"1",300,0.0082,2,1,"Male",5,12,12,3,"plot_turk1_300_5_12_3.png"
"FALSE",42,2,"2",100,0.1785,9,5,"Male",0,5,88,1,"plot_turk1_100_0_5_1.png"
"FALSE",53,2,"2",100,0.0036,9,5,"Male",3,5,88,2,"plot_turk1_100_3_5_2.png"
"TRUE",51,2,"2",100,0,9,5,"Male",8,5,88,2,"plot_turk1_100_8_5_2.png"
"FALSE",62,2,"2",100,0.0248,9,5,"Male",3,12,88,1,"plot_turk1_100_3_12_1.png"
"FALSE",66,2,"2",100,0.1867,9,5,"Male",3,12,88,2,"plot_turk1_100_3_12_2.png"
"TRUE",48,2,"2",100,1e-04,9,5,"Male",10,12,88,2,"plot_turk1_100_10_12_2.png"
"FALSE",39,2,"2",300,0.0063,9,5,"Male",1,5,88,1,"plot_turk1_300_1_5_1.png"
"FALSE",51,2,"2",300,0.4401,9,5,"Male",1,5,88,3,"plot_turk1_300_1_5_3.png"
"TRUE",34,2,"1",300,0,9,5,"Male",2,5,88,1,"plot_turk1_300_2_5_1.png"
"TRUE",50,2,"2",300,0.0015,9,5,"Male",3,12,88,1,"plot_turk1_300_3_12_1.png"
"TRUE",44,2,"2",300,3e-04,9,5,"Male",5,12,88,2,"plot_turk1_300_5_12_2.png"
"TRUE",58,2,"2",100,0.8414,3,2,"Female",1,12,130,3,"plot_turk1_100_1_12_3.png"
"FALSE",33,3,"3",100,0.0248,3,2,"Female",3,12,130,1,"plot_turk1_100_3_12_1.png"
"FALSE",38,2,"3",100,0.6744,3,2,"Female",3,12,130,3,"plot_turk1_100_3_12_3.png"
"TRUE",15,4,"1",100,0,3,2,"Female",8,12,130,1,"plot_turk1_100_8_12_1.png"
"FALSE",13,4,"23",100,0,3,2,"Female",10,12,130,1,"plot_turk1_100_10_12_1.png"
"TRUE",33,2,"1",300,0,3,2,"Female",2,5,130,1,"plot_turk1_300_2_5_1.png"
"FALSE",28,3,"1",300,0,3,2,"Female",3,5,130,2,"plot_turk1_300_3_5_2.png"
"TRUE",28,4,"1",300,0,3,2,"Female",5,5,130,3,"plot_turk1_300_5_5_3.png"
"TRUE",33,4,"1",300,3e-04,3,2,"Female",5,12,130,2,"plot_turk1_300_5_12_2.png"
"FALSE",17,4,"1",300,0.0082,3,2,"Female",5,12,130,3,"plot_turk1_300_5_12_3.png"
"FALSE",216,1,"3",100,0.0586,2,5,"Male",3,5,164,3,"plot_turk1_100_3_5_3.png"
"TRUE",57,1,"1",100,1e-04,2,5,"Male",10,12,164,2,"plot_turk1_100_10_12_2.png"
"FALSE",73,1,"1",300,0.0898,2,5,"Male",1,5,164,2,"plot_turk1_300_1_5_2.png"
"TRUE",38,1,"1",300,0,2,5,"Male",3,5,164,2,"plot_turk1_300_3_5_2.png"
"FALSE",86,2,"1",300,0.3847,2,5,"Male",1,12,164,2,"plot_turk1_300_1_12_2.png"
"TRUE",229,1,"1",300,0.0015,2,5,"Male",3,12,164,1,"plot_turk1_300_3_12_1.png"
"TRUE",40,1,"1",300,0,2,5,"Male",5,12,164,1,"plot_turk1_300_5_12_1.png"
"TRUE",51,2,"1",300,3e-04,2,5,"Male",5,12,164,2,"plot_turk1_300_5_12_2.png"
"FALSE",66,2,"1",300,0.0082,2,5,"Male",5,12,164,3,"plot_turk1_300_5_12_3.png"
"TRUE",33,1,"1",300,0,2,5,"Male",10,12,164,2,"plot_turk1_300_10_12_2.png"
"TRUE",43,1,"1",100,0.0556,3,2,"Male",1,5,123,1,"plot_turk1_100_1_5_1.png"
"FALSE",47,2,"1",100,0.3209,3,2,"Male",1,5,123,2,"plot_turk1_100_1_5_2.png"
"FALSE",110,1,"1",100,0.0036,3,2,"Male",3,5,124,2,"plot_turk1_100_3_5_2.png"
"TRUE",16,1,"1",100,0.0036,3,2,"Male",3,5,123,2,"plot_turk1_100_3_5_2.png"
"TRUE",19,1,"1",100,2e-04,3,2,"Male",5,5,123,3,"plot_turk1_100_5_5_3.png"
"TRUE",28,1,"1",100,2e-04,3,2,"Male",5,5,123,3,"plot_turk1_100_5_5_3.png"
"TRUE",37,1,"1",100,0.0248,3,2,"Male",3,12,123,1,"plot_turk1_100_3_12_1.png"
"TRUE",22,1,"1",100,0,3,2,"Male",8,12,123,1,"plot_turk1_100_8_12_1.png"
"TRUE",59,1,"1",100,0,3,2,"Male",8,12,123,1,"plot_turk1_100_8_12_1.png"
"TRUE",17,1,"1",100,0,3,2,"Male",8,12,123,1,"plot_turk1_100_8_12_1.png"
"TRUE",43,1,"1",100,0.0186,3,2,"Male",8,12,123,3,"plot_turk1_100_8_12_3.png"
"TRUE",14,1,"1",100,0,3,2,"Male",10,12,123,1,"plot_turk1_100_10_12_1.png"
"TRUE",32,1,"1",100,1e-04,3,2,"Male",10,12,123,2,"plot_turk1_100_10_12_2.png"
"TRUE",77,2,"1",100,0.0033,3,2,"Male",10,12,123,3,"plot_turk1_100_10_12_3.png"
"TRUE",93,5,"1",100,0.0033,3,2,"Male",10,12,123,3,"plot_turk1_100_10_12_3.png"
"TRUE",14,1,"1",100,0,3,2,"Male",16,12,123,1,"plot_turk1_100_16_12_1.png"
"TRUE",89,4,"1",300,0.0063,3,2,"Male",1,5,123,1,"plot_turk1_300_1_5_1.png"
"FALSE",81,1,"1",300,0.4401,3,2,"Male",1,5,123,3,"plot_turk1_300_1_5_3.png"
"TRUE",26,2,"1",300,6e-04,3,2,"Male",2,5,123,2,"plot_turk1_300_2_5_2.png"
"FALSE",43,1,"12",300,6e-04,3,2,"Male",2,5,123,2,"plot_turk1_300_2_5_2.png"
"FALSE",42,1,"1",300,0,3,2,"Male",3,5,124,1,"plot_turk1_300_3_5_1.png"
"TRUE",27,1,"1",300,0,3,2,"Male",3,5,123,1,"plot_turk1_300_3_5_1.png"
"TRUE",22,1,"1",300,0,3,2,"Male",3,5,123,2,"plot_turk1_300_3_5_2.png"
"TRUE",14,1,"1",300,0,3,2,"Male",3,5,123,2,"plot_turk1_300_3_5_2.png"
"TRUE",29,1,"1",300,0,3,2,"Male",3,5,123,2,"plot_turk1_300_3_5_2.png"
"TRUE",34,1,"1",300,0,3,2,"Male",3,5,123,2,"plot_turk1_300_3_5_2.png"
"TRUE",14,1,"1",300,0,3,2,"Male",5,5,123,3,"plot_turk1_300_5_5_3.png"
"FALSE",135,2,"1",300,0.7854,3,2,"Male",1,12,123,3,"plot_turk1_300_1_12_3.png"
"FALSE",85,2,"12",300,0.2258,3,2,"Male",3,12,123,3,"plot_turk1_300_3_12_3.png"
"FALSE",78,2,"2",300,0.2258,3,2,"Male",3,12,124,3,"plot_turk1_300_3_12_3.png"
"FALSE",44,1,"1",300,0.2258,3,2,"Male",3,12,123,3,"plot_turk1_300_3_12_3.png"
"TRUE",25,1,"1",300,0,3,2,"Male",5,12,123,1,"plot_turk1_300_5_12_1.png"
"TRUE",50,2,"1",300,3e-04,3,2,"Male",5,12,123,2,"plot_turk1_300_5_12_2.png"
"TRUE",40,1,"1",300,3e-04,3,2,"Male",5,12,123,2,"plot_turk1_300_5_12_2.png"
"TRUE",24,1,"1",300,3e-04,3,2,"Male",5,12,123,2,"plot_turk1_300_5_12_2.png"
"FALSE",23,1,"1",300,0.0082,3,2,"Male",5,12,123,3,"plot_turk1_300_5_12_3.png"
"TRUE",22,1,"1",300,0,3,2,"Male",10,12,123,1,"plot_turk1_300_10_12_1.png"
"TRUE",30,1,"1",300,0,3,2,"Male",10,12,123,3,"plot_turk1_300_10_12_3.png"
"TRUE",42,3,"1",100,0.0036,2,2,"Female",3,5,87,2,"plot_turk1_100_3_5_2.png"
"FALSE",15,5,"2",100,2e-04,2,2,"Female",5,5,87,3,"plot_turk1_100_5_5_3.png"
"FALSE",39,2,"1",100,0.0248,2,2,"Female",3,12,87,1,"plot_turk1_100_3_12_1.png"
"FALSE",33,3,"1",100,0.1867,2,2,"Female",3,12,87,2,"plot_turk1_100_3_12_2.png"
"FALSE",25,4,"1",100,0.6744,2,2,"Female",3,12,87,3,"plot_turk1_100_3_12_3.png"
"FALSE",40,4,"1",100,0.001,2,2,"Female",8,12,87,2,"plot_turk1_100_8_12_2.png"
"TRUE",28,3,"1",100,0.001,2,2,"Female",8,12,87,2,"plot_turk1_100_8_12_2.png"
"TRUE",16,4,"1",100,0,2,2,"Female",10,12,87,1,"plot_turk1_100_10_12_1.png"
"TRUE",19,4,"1",100,1e-04,2,2,"Female",10,12,87,2,"plot_turk1_100_10_12_2.png"
"FALSE",26,3,"3",300,0.0063,2,2,"Female",1,5,87,1,"plot_turk1_300_1_5_1.png"
"TRUE",54,2,"1",300,0.0063,2,2,"Female",1,5,87,1,"plot_turk1_300_1_5_1.png"
"FALSE",67,4,"1",300,0.0898,2,2,"Female",1,5,87,2,"plot_turk1_300_1_5_2.png"
"FALSE",25,2,"1",300,0,2,2,"Female",2,5,87,1,"plot_turk1_300_2_5_1.png"
"TRUE",37,3,"3",300,6e-04,2,2,"Female",2,5,87,2,"plot_turk1_300_2_5_2.png"
"TRUE",25,3,"1",300,0,2,2,"Female",3,5,87,3,"plot_turk1_300_3_5_3.png"
"TRUE",8,5,"1",300,0,2,2,"Female",5,5,87,2,"plot_turk1_300_5_5_2.png"
"FALSE",16,3,"1",300,0.7854,2,2,"Female",1,12,87,3,"plot_turk1_300_1_12_3.png"
"FALSE",19,4,"3",300,0.0295,2,2,"Female",3,12,87,2,"plot_turk1_300_3_12_2.png"
"TRUE",25,5,"1",300,0.0082,2,2,"Female",5,12,87,3,"plot_turk1_300_5_12_3.png"
"TRUE",20,3,"1",300,0,2,2,"Female",10,12,87,2,"plot_turk1_300_10_12_2.png"
"TRUE",43,1,"1",100,0.0556,5,5,"Male",1,5,123,1,"plot_turk1_100_1_5_1.png"
"FALSE",47,2,"1",100,0.3209,5,5,"Male",1,5,123,2,"plot_turk1_100_1_5_2.png"
"FALSE",110,1,"1",100,0.0036,5,5,"Male",3,5,124,2,"plot_turk1_100_3_5_2.png"
"TRUE",16,1,"1",100,0.0036,5,5,"Male",3,5,123,2,"plot_turk1_100_3_5_2.png"
"TRUE",19,1,"1",100,2e-04,5,5,"Male",5,5,123,3,"plot_turk1_100_5_5_3.png"
"TRUE",28,1,"1",100,2e-04,5,5,"Male",5,5,123,3,"plot_turk1_100_5_5_3.png"
"TRUE",37,1,"1",100,0.0248,5,5,"Male",3,12,123,1,"plot_turk1_100_3_12_1.png"
"TRUE",22,1,"1",100,0,5,5,"Male",8,12,123,1,"plot_turk1_100_8_12_1.png"
"TRUE",59,1,"1",100,0,5,5,"Male",8,12,123,1,"plot_turk1_100_8_12_1.png"
"TRUE",17,1,"1",100,0,5,5,"Male",8,12,123,1,"plot_turk1_100_8_12_1.png"
"TRUE",43,1,"1",100,0.0186,5,5,"Male",8,12,123,3,"plot_turk1_100_8_12_3.png"
"TRUE",14,1,"1",100,0,5,5,"Male",10,12,123,1,"plot_turk1_100_10_12_1.png"
"TRUE",32,1,"1",100,1e-04,5,5,"Male",10,12,123,2,"plot_turk1_100_10_12_2.png"
"TRUE",77,2,"1",100,0.0033,5,5,"Male",10,12,123,3,"plot_turk1_100_10_12_3.png"
"TRUE",93,5,"1",100,0.0033,5,5,"Male",10,12,123,3,"plot_turk1_100_10_12_3.png"
"TRUE",14,1,"1",100,0,5,5,"Male",16,12,123,1,"plot_turk1_100_16_12_1.png"
"TRUE",89,4,"1",300,0.0063,5,5,"Male",1,5,123,1,"plot_turk1_300_1_5_1.png"
"FALSE",81,1,"1",300,0.4401,5,5,"Male",1,5,123,3,"plot_turk1_300_1_5_3.png"
"TRUE",26,2,"1",300,6e-04,5,5,"Male",2,5,123,2,"plot_turk1_300_2_5_2.png"
"FALSE",43,1,"12",300,6e-04,5,5,"Male",2,5,123,2,"plot_turk1_300_2_5_2.png"
"FALSE",42,1,"1",300,0,5,5,"Male",3,5,124,1,"plot_turk1_300_3_5_1.png"
"TRUE",27,1,"1",300,0,5,5,"Male",3,5,123,1,"plot_turk1_300_3_5_1.png"
"TRUE",22,1,"1",300,0,5,5,"Male",3,5,123,2,"plot_turk1_300_3_5_2.png"
"TRUE",14,1,"1",300,0,5,5,"Male",3,5,123,2,"plot_turk1_300_3_5_2.png"
"TRUE",29,1,"1",300,0,5,5,"Male",3,5,123,2,"plot_turk1_300_3_5_2.png"
"TRUE",34,1,"1",300,0,5,5,"Male",3,5,123,2,"plot_turk1_300_3_5_2.png"
"TRUE",14,1,"1",300,0,5,5,"Male",5,5,123,3,"plot_turk1_300_5_5_3.png"
"FALSE",135,2,"1",300,0.7854,5,5,"Male",1,12,123,3,"plot_turk1_300_1_12_3.png"
"FALSE",85,2,"12",300,0.2258,5,5,"Male",3,12,123,3,"plot_turk1_300_3_12_3.png"
"FALSE",78,2,"2",300,0.2258,5,5,"Male",3,12,124,3,"plot_turk1_300_3_12_3.png"
"FALSE",44,1,"1",300,0.2258,5,5,"Male",3,12,123,3,"plot_turk1_300_3_12_3.png"
"TRUE",25,1,"1",300,0,5,5,"Male",5,12,123,1,"plot_turk1_300_5_12_1.png"
"TRUE",50,2,"1",300,3e-04,5,5,"Male",5,12,123,2,"plot_turk1_300_5_12_2.png"
"TRUE",40,1,"1",300,3e-04,5,5,"Male",5,12,123,2,"plot_turk1_300_5_12_2.png"
"TRUE",24,1,"1",300,3e-04,5,5,"Male",5,12,123,2,"plot_turk1_300_5_12_2.png"
"FALSE",23,1,"1",300,0.0082,5,5,"Male",5,12,123,3,"plot_turk1_300_5_12_3.png"
"TRUE",22,1,"1",300,0,5,5,"Male",10,12,123,1,"plot_turk1_300_10_12_1.png"
"TRUE",30,1,"1",300,0,5,5,"Male",10,12,123,3,"plot_turk1_300_10_12_3.png"
"TRUE",43,1,"1",100,0.0556,5,5,"Male",1,5,123,1,"plot_turk1_100_1_5_1.png"
"FALSE",47,2,"1",100,0.3209,5,5,"Male",1,5,123,2,"plot_turk1_100_1_5_2.png"
"FALSE",110,1,"1",100,0.0036,5,5,"Male",3,5,124,2,"plot_turk1_100_3_5_2.png"
"TRUE",16,1,"1",100,0.0036,5,5,"Male",3,5,123,2,"plot_turk1_100_3_5_2.png"
"TRUE",19,1,"1",100,2e-04,5,5,"Male",5,5,123,3,"plot_turk1_100_5_5_3.png"
"TRUE",28,1,"1",100,2e-04,5,5,"Male",5,5,123,3,"plot_turk1_100_5_5_3.png"
"TRUE",37,1,"1",100,0.0248,5,5,"Male",3,12,123,1,"plot_turk1_100_3_12_1.png"
"TRUE",22,1,"1",100,0,5,5,"Male",8,12,123,1,"plot_turk1_100_8_12_1.png"
"TRUE",59,1,"1",100,0,5,5,"Male",8,12,123,1,"plot_turk1_100_8_12_1.png"
"TRUE",17,1,"1",100,0,5,5,"Male",8,12,123,1,"plot_turk1_100_8_12_1.png"
"TRUE",43,1,"1",100,0.0186,5,5,"Male",8,12,123,3,"plot_turk1_100_8_12_3.png"
"TRUE",14,1,"1",100,0,5,5,"Male",10,12,123,1,"plot_turk1_100_10_12_1.png"
"TRUE",32,1,"1",100,1e-04,5,5,"Male",10,12,123,2,"plot_turk1_100_10_12_2.png"
"TRUE",77,2,"1",100,0.0033,5,5,"Male",10,12,123,3,"plot_turk1_100_10_12_3.png"
"TRUE",93,5,"1",100,0.0033,5,5,"Male",10,12,123,3,"plot_turk1_100_10_12_3.png"
"TRUE",14,1,"1",100,0,5,5,"Male",16,12,123,1,"plot_turk1_100_16_12_1.png"
"TRUE",89,4,"1",300,0.0063,5,5,"Male",1,5,123,1,"plot_turk1_300_1_5_1.png"
"FALSE",81,1,"1",300,0.4401,5,5,"Male",1,5,123,3,"plot_turk1_300_1_5_3.png"
"TRUE",26,2,"1",300,6e-04,5,5,"Male",2,5,123,2,"plot_turk1_300_2_5_2.png"
"FALSE",43,1,"12",300,6e-04,5,5,"Male",2,5,123,2,"plot_turk1_300_2_5_2.png"
"FALSE",42,1,"1",300,0,5,5,"Male",3,5,124,1,"plot_turk1_300_3_5_1.png"
"TRUE",27,1,"1",300,0,5,5,"Male",3,5,123,1,"plot_turk1_300_3_5_1.png"
"TRUE",22,1,"1",300,0,5,5,"Male",3,5,123,2,"plot_turk1_300_3_5_2.png"
"TRUE",14,1,"1",300,0,5,5,"Male",3,5,123,2,"plot_turk1_300_3_5_2.png"
"TRUE",29,1,"1",300,0,5,5,"Male",3,5,123,2,"plot_turk1_300_3_5_2.png"
"TRUE",34,1,"1",300,0,5,5,"Male",3,5,123,2,"plot_turk1_300_3_5_2.png"
"TRUE",14,1,"1",300,0,5,5,"Male",5,5,123,3,"plot_turk1_300_5_5_3.png"
"FALSE",135,2,"1",300,0.7854,5,5,"Male",1,12,123,3,"plot_turk1_300_1_12_3.png"
"FALSE",85,2,"12",300,0.2258,5,5,"Male",3,12,123,3,"plot_turk1_300_3_12_3.png"
"FALSE",78,2,"2",300,0.2258,5,5,"Male",3,12,124,3,"plot_turk1_300_3_12_3.png"
"FALSE",44,1,"1",300,0.2258,5,5,"Male",3,12,123,3,"plot_turk1_300_3_12_3.png"
"TRUE",25,1,"1",300,0,5,5,"Male",5,12,123,1,"plot_turk1_300_5_12_1.png"
"TRUE",50,2,"1",300,3e-04,5,5,"Male",5,12,123,2,"plot_turk1_300_5_12_2.png"
"TRUE",40,1,"1",300,3e-04,5,5,"Male",5,12,123,2,"plot_turk1_300_5_12_2.png"
"TRUE",24,1,"1",300,3e-04,5,5,"Male",5,12,123,2,"plot_turk1_300_5_12_2.png"
"FALSE",23,1,"1",300,0.0082,5,5,"Male",5,12,123,3,"plot_turk1_300_5_12_3.png"
"TRUE",22,1,"1",300,0,5,5,"Male",10,12,123,1,"plot_turk1_300_10_12_1.png"
"TRUE",30,1,"1",300,0,5,5,"Male",10,12,123,3,"plot_turk1_300_10_12_3.png"
"FALSE",67,2,"1",100,0.0036,2,5,"Male",3,5,207,2,"plot_turk1_100_3_5_2.png"
"TRUE",19,4,"1",100,0,2,5,"Male",5,5,207,1,"plot_turk1_100_5_5_1.png"
"FALSE",86,3,"1",100,0.1867,2,5,"Male",3,12,207,2,"plot_turk1_100_3_12_2.png"
"TRUE",51,3,"1",100,1e-04,2,5,"Male",10,12,207,2,"plot_turk1_100_10_12_2.png"
"TRUE",20,4,"1",100,0,2,5,"Male",16,12,207,2,"plot_turk1_100_16_12_2.png"
"FALSE",74,3,"1",300,0.4401,2,5,"Male",1,5,207,3,"plot_turk1_300_1_5_3.png"
"TRUE",73,3,"1",300,0,2,5,"Male",3,5,207,1,"plot_turk1_300_3_5_1.png"
"TRUE",725,3,"1",300,0.0295,2,5,"Male",3,12,207,2,"plot_turk1_300_3_12_2.png"
"TRUE",69,3,"1",300,0,2,5,"Male",5,12,207,1,"plot_turk1_300_5_12_1.png"
"FALSE",208,4,"1",300,0.0082,2,5,"Male",5,12,207,3,"plot_turk1_300_5_12_3.png"
"TRUE",19,1,"2",100,0,5,2,"Male",8,5,199,3,"plot_turk1_100_8_5_3.png"
"FALSE",73,5,"4",100,0.1305,5,2,"Male",1,12,199,1,"plot_turk1_100_1_12_1.png"
"FALSE",60,4,"2",100,0.1867,5,2,"Male",3,12,199,2,"plot_turk1_100_3_12_2.png"
"FALSE",27,2,"2",100,0.001,5,2,"Male",8,12,199,2,"plot_turk1_100_8_12_2.png"
"TRUE",41,3,"2",300,0.0063,5,2,"Male",1,5,199,1,"plot_turk1_300_1_5_1.png"
"FALSE",150,5,"3",300,0.4401,5,2,"Male",1,5,199,3,"plot_turk1_300_1_5_3.png"
"TRUE",31,2,"2",300,0,5,2,"Male",3,5,199,1,"plot_turk1_300_3_5_1.png"
"TRUE",38,2,"2",300,0,5,2,"Male",3,5,199,2,"plot_turk1_300_3_5_2.png"
"FALSE",61,4,"1",300,0.0015,5,2,"Male",3,12,199,1,"plot_turk1_300_3_12_1.png"
"TRUE",52,3,"2",300,3e-04,5,2,"Male",5,12,199,2,"plot_turk1_300_5_12_2.png"
"FALSE",61,1,"3",100,1e-04,2,5,"Male",3,5,126,1,"plot_turk1_100_3_5_1.png"
"TRUE",29,1,"3",100,0,2,5,"Male",10,12,126,1,"plot_turk1_100_10_12_1.png"
"TRUE",28,1,"3",100,1e-04,2,5,"Male",10,12,126,2,"plot_turk1_100_10_12_2.png"
"TRUE",25,1,"3",100,0,2,5,"Male",16,12,126,2,"plot_turk1_100_16_12_2.png"
"FALSE",81,2,"2",300,0.8156,2,5,"Male",0,5,126,3,"plot_turk1_300_0_5_3.png"
"FALSE",56,1,"2",300,6e-04,2,5,"Male",2,5,126,2,"plot_turk1_300_2_5_2.png"
"TRUE",49,2,"3",300,0,2,5,"Male",3,5,126,2,"plot_turk1_300_3_5_2.png"
"TRUE",85,1,"3",300,0.0295,2,5,"Male",3,12,126,2,"plot_turk1_300_3_12_2.png"
"FALSE",42,1,"2",300,0.2258,2,5,"Male",3,12,126,3,"plot_turk1_300_3_12_3.png"
"TRUE",47,2,"2",300,3e-04,2,5,"Male",5,12,126,2,"plot_turk1_300_5_12_2.png"
"TRUE",65,2,"2",300,0.0082,2,5,"Male",5,12,126,3,"plot_turk1_300_5_12_3.png"
"FALSE",56,2,"1",100,0.0036,2,2,"Male",3,5,70,2,"plot_turk1_100_3_5_2.png"
"TRUE",24,5,"123",100,0,2,2,"Male",8,5,71,2,"plot_turk1_100_8_5_2.png"
"FALSE",32,3,"123",100,0.8414,2,2,"Male",1,12,71,3,"plot_turk1_100_1_12_3.png"
"FALSE",42,2,"3",100,0.1867,2,2,"Male",3,12,71,2,"plot_turk1_100_3_12_2.png"
"TRUE",30,4,"123",100,0,2,2,"Male",8,12,71,1,"plot_turk1_100_8_12_1.png"
"FALSE",50,3,"123",100,0.0033,2,2,"Male",10,12,71,3,"plot_turk1_100_10_12_3.png"
"FALSE",96,3,"23",300,6e-04,2,2,"Male",2,5,71,2,"plot_turk1_300_2_5_2.png"
"TRUE",51,3,"123",300,0,2,2,"Male",3,5,71,1,"plot_turk1_300_3_5_1.png"
"TRUE",54,2,"3",300,0.0295,2,2,"Male",3,12,71,2,"plot_turk1_300_3_12_2.png"
"FALSE",44,2,"123",300,0.2258,2,2,"Male",3,12,71,3,"plot_turk1_300_3_12_3.png"
"TRUE",37,5,"123",300,0,2,2,"Male",5,12,71,1,"plot_turk1_300_5_12_1.png"
"TRUE",54,2,"2",100,0.0036,5,5,"Female",3,5,198,2,"plot_turk1_100_3_5_2.png"
