"response","time_taken","conf_level","choice_reason","sample_size","p_value","age","academic_study","gender","beta","sigma","id","replica","pic"
"FALSE",30,2,"2",100,0.8414,2,3,"Male",1,12,46,3,"plot_turk1_100_1_12_3.png"
"FALSE",41,2,"4",100,0.6744,2,3,"Male",3,12,46,3,"plot_turk1_100_3_12_3.png"
"FALSE",17,2,"2",100,0.001,2,3,"Male",8,12,46,2,"plot_turk1_100_8_12_2.png"
"TRUE",25,2,"1",100,0.0186,2,3,"Male",8,12,46,3,"plot_turk1_100_8_12_3.png"
"TRUE",42,3,"2",100,0,2,3,"Male",10,12,46,1,"plot_turk1_100_10_12_1.png"
"FALSE",49,2,"4",300,0.0063,2,3,"Male",1,5,46,1,"plot_turk1_300_1_5_1.png"
"TRUE",65,3,"1",300,0,2,3,"Male",3,5,46,1,"plot_turk1_300_3_5_1.png"
"FALSE",17,2,"1",300,0.2258,2,3,"Male",3,12,46,3,"plot_turk1_300_3_12_3.png"
"TRUE",17,3,"2",300,0,2,3,"Male",10,12,46,3,"plot_turk1_300_10_12_3.png"
"TRUE",28,3,"1",100,0.0556,6,3,"Female",1,5,30,1,"plot_turk1_100_1_5_1.png"
"FALSE",31,3,"1",100,0.3209,6,3,"Female",1,5,30,2,"plot_turk1_100_1_5_2.png"
"FALSE",27,3,"1",100,0.3209,6,3,"Female",1,5,30,2,"plot_turk1_100_1_5_2.png"
"TRUE",12,2,"1",100,0,6,3,"Female",8,5,30,2,"plot_turk1_100_8_5_2.png"
"FALSE",33,3,"1",100,0.6744,6,3,"Female",3,12,30,3,"plot_turk1_100_3_12_3.png"
"TRUE",16,4,"1",100,0.001,6,3,"Female",8,12,30,2,"plot_turk1_100_8_12_2.png"
"FALSE",21,3,"1",300,0.0063,6,3,"Female",1,5,30,1,"plot_turk1_300_1_5_1.png"
"TRUE",50,2,"1",300,6e-04,6,3,"Female",2,5,30,2,"plot_turk1_300_2_5_2.png"
"TRUE",79,3,"1",300,0,6,3,"Female",3,5,30,3,"plot_turk1_300_3_5_3.png"
"FALSE",110,3,"1",300,0.0295,6,3,"Female",3,12,30,2,"plot_turk1_300_3_12_2.png"
"FALSE",47,3,"2",300,0.2258,6,3,"Female",3,12,30,3,"plot_turk1_300_3_12_3.png"
"FALSE",70,3,"1",300,0.0082,6,3,"Female",5,12,30,3,"plot_turk1_300_5_12_3.png"
"FALSE",30,2,"2",100,0.4924,3,5,"Female",0,5,221,2,"plot_turk1_100_0_5_2.png"
"TRUE",13,3,"1",100,0.0248,3,5,"Female",3,12,221,1,"plot_turk1_100_3_12_1.png"
"TRUE",41,2,"1",100,0.6744,3,5,"Female",3,12,221,3,"plot_turk1_100_3_12_3.png"
"FALSE",19,3,"1",100,0.0186,3,5,"Female",8,12,221,3,"plot_turk1_100_8_12_3.png"
"FALSE",20,2,"3",100,0,3,5,"Female",10,12,221,1,"plot_turk1_100_10_12_1.png"
"TRUE",14,3,"1",100,1e-04,3,5,"Female",10,12,221,2,"plot_turk1_100_10_12_2.png"
"TRUE",11,3,"1",100,0,3,5,"Female",16,12,221,2,"plot_turk1_100_16_12_2.png"
"TRUE",85,3,"1",300,6e-04,3,5,"Female",2,5,221,2,"plot_turk1_300_2_5_2.png"
"TRUE",13,3,"3",300,0,3,5,"Female",3,5,221,1,"plot_turk1_300_3_5_1.png"
"FALSE",23,3,"3",300,0.0015,3,5,"Female",3,12,221,1,"plot_turk1_300_3_12_1.png"
"TRUE",16,2,"1",100,0,2,2,"Female",5,5,20,2,"plot_turk1_100_5_5_2.png"
"FALSE",38,3,"2",100,0,2,2,"Female",10,12,20,1,"plot_turk1_100_10_12_1.png"
"TRUE",53,2,"1",100,1e-04,2,2,"Female",10,12,20,2,"plot_turk1_100_10_12_2.png"
"FALSE",53,3,"1",300,0.0898,2,2,"Female",1,5,20,2,"plot_turk1_300_1_5_2.png"
"FALSE",101,3,"3",300,0.0155,2,2,"Female",2,5,20,3,"plot_turk1_300_2_5_3.png"
"TRUE",52,2,"1",300,0,2,2,"Female",3,5,20,1,"plot_turk1_300_3_5_1.png"
"TRUE",32,3,"2",300,0.0015,2,2,"Female",3,12,20,1,"plot_turk1_300_3_12_1.png"
"TRUE",104,4,"1",300,0.0295,2,2,"Female",3,12,20,2,"plot_turk1_300_3_12_2.png"
"FALSE",54,4,"1",300,0.0082,2,2,"Female",5,12,20,3,"plot_turk1_300_5_12_3.png"
"TRUE",13,1,"1",300,0,2,2,"Female",10,12,20,2,"plot_turk1_300_10_12_2.png"
"TRUE",73,3,"1",100,0.0036,2,2,"Female",3,5,48,2,"plot_turk1_100_3_5_2.png"
"TRUE",66,2,"2",100,0.0248,2,2,"Female",3,12,48,1,"plot_turk1_100_3_12_1.png"
"TRUE",46,2,"2",100,0.0186,2,2,"Female",8,12,48,3,"plot_turk1_100_8_12_3.png"
"TRUE",33,1,"1",100,0,2,2,"Female",10,12,48,1,"plot_turk1_100_10_12_1.png"
"FALSE",31,2,"2",100,0.0033,2,2,"Female",10,12,48,3,"plot_turk1_100_10_12_3.png"
"FALSE",58,1,"2",300,0.4401,2,2,"Female",1,5,48,3,"plot_turk1_300_1_5_3.png"
"TRUE",69,1,"1",300,0,2,2,"Female",2,5,48,1,"plot_turk1_300_2_5_1.png"
"TRUE",13,1,"1",300,0,2,2,"Female",5,5,48,1,"plot_turk1_300_5_5_1.png"
"FALSE",26,2,"2",300,0.0082,2,2,"Female",5,12,48,3,"plot_turk1_300_5_12_3.png"
"TRUE",36,2,"1",300,0,2,2,"Female",7,12,48,2,"plot_turk1_300_7_12_2.png"
"FALSE",89,5,"1",100,0.4924,6,3,"Female",0,5,9,2,"plot_turk1_100_0_5_2.png"
"TRUE",61,2,"1",100,0,6,3,"Female",8,5,9,2,"plot_turk1_100_8_5_2.png"
"FALSE",122,4,"3",100,0.6744,6,3,"Female",3,12,9,3,"plot_turk1_100_3_12_3.png"
"FALSE",109,2,"2",100,0.001,6,3,"Female",8,12,9,2,"plot_turk1_100_8_12_2.png"
"TRUE",44,5,"1",100,0,6,3,"Female",10,12,9,1,"plot_turk1_100_10_12_1.png"
"FALSE",90,2,"1",300,0.0898,6,3,"Female",1,5,9,2,"plot_turk1_300_1_5_2.png"
"TRUE",34,1,"1",300,0,6,3,"Female",3,5,9,1,"plot_turk1_300_3_5_1.png"
"TRUE",64,2,"1",300,0,6,3,"Female",3,5,9,2,"plot_turk1_300_3_5_2.png"
"FALSE",90,5,"2",300,0.0015,6,3,"Female",3,12,9,1,"plot_turk1_300_3_12_1.png"
"FALSE",168,3,"1",300,0.0082,6,3,"Female",5,12,9,3,"plot_turk1_300_5_12_3.png"
"FALSE",53,4,"1",100,1e-04,3,1,"Male",3,5,60,1,"plot_turk1_100_3_5_1.png"
"FALSE",25,5,"1",100,0.6744,3,1,"Male",3,12,60,3,"plot_turk1_100_3_12_3.png"
"FALSE",23,3,"1",100,0.001,3,1,"Male",8,12,60,2,"plot_turk1_100_8_12_2.png"
"TRUE",45,5,"1",100,0.0186,3,1,"Male",8,12,60,3,"plot_turk1_100_8_12_3.png"
"TRUE",17,4,"1",100,0,3,1,"Male",10,12,60,1,"plot_turk1_100_10_12_1.png"
"TRUE",24,4,"1",300,6e-04,3,1,"Male",2,5,60,2,"plot_turk1_300_2_5_2.png"
"FALSE",19,5,"1",300,0.2258,3,1,"Male",3,12,60,3,"plot_turk1_300_3_12_3.png"
"FALSE",15,5,"1",300,0.0082,3,1,"Male",5,12,60,3,"plot_turk1_300_5_12_3.png"
"TRUE",15,5,"1",300,0,3,1,"Male",7,12,60,1,"plot_turk1_300_7_12_1.png"
"TRUE",18,5,"1",300,0,3,1,"Male",10,12,60,1,"plot_turk1_300_10_12_1.png"
"FALSE",69,3,"123",100,0.6744,5,2,"Female",3,12,26,3,"plot_turk1_100_3_12_3.png"
"TRUE",110,3,"2",100,0,5,2,"Female",8,12,26,1,"plot_turk1_100_8_12_1.png"
"TRUE",84,4,"1",100,0,5,2,"Female",10,12,26,1,"plot_turk1_100_10_12_1.png"
"FALSE",75,3,"12",100,1e-04,5,2,"Female",10,12,26,2,"plot_turk1_100_10_12_2.png"
"FALSE",107,4,"2",100,0.0033,5,2,"Female",10,12,26,3,"plot_turk1_100_10_12_3.png"
"TRUE",77,3,"1",100,0,5,2,"Female",16,12,26,1,"plot_turk1_100_16_12_1.png"
"FALSE",73,3,"1",300,0.8156,5,2,"Female",0,5,26,3,"plot_turk1_300_0_5_3.png"
"FALSE",93,4,"3",300,0.0898,5,2,"Female",1,5,26,2,"plot_turk1_300_1_5_2.png"
"FALSE",92,3,"1",300,6e-04,5,2,"Female",2,5,26,2,"plot_turk1_300_2_5_2.png"
"TRUE",226,3,"1",300,0,5,2,"Female",3,5,26,1,"plot_turk1_300_3_5_1.png"
"TRUE",11,1,"1",100,0,5,5,"Male",8,5,229,3,"plot_turk1_100_8_5_3.png"
"FALSE",41,4,"1",100,0.1305,5,5,"Male",1,12,229,1,"plot_turk1_100_1_12_1.png"
"FALSE",34,3,"2",100,0.0186,5,5,"Male",8,12,229,3,"plot_turk1_100_8_12_3.png"
"TRUE",25,1,"1",100,0,5,5,"Male",10,12,229,1,"plot_turk1_100_10_12_1.png"
"TRUE",26,1,"12",100,1e-04,5,5,"Male",10,12,229,2,"plot_turk1_100_10_12_2.png"
"TRUE",34,2,"12",300,0,5,5,"Male",3,5,229,2,"plot_turk1_300_3_5_2.png"
"TRUE",30,3,"1",300,0,5,5,"Male",3,5,229,3,"plot_turk1_300_3_5_3.png"
"FALSE",35,2,"12",300,0.2258,5,5,"Male",3,12,229,3,"plot_turk1_300_3_12_3.png"
"TRUE",19,2,"1",300,0,5,5,"Male",5,12,229,1,"plot_turk1_300_5_12_1.png"
"TRUE",47,3,"1",300,0.0082,5,5,"Male",5,12,229,3,"plot_turk1_300_5_12_3.png"
"FALSE",37,4,"2",100,2e-04,6,4,"Male",5,5,182,3,"plot_turk1_100_5_5_3.png"
"FALSE",45,4,"2",100,0.6744,6,4,"Male",3,12,182,3,"plot_turk1_100_3_12_3.png"
"FALSE",106,4,"1",100,0.001,6,4,"Male",8,12,182,2,"plot_turk1_100_8_12_2.png"
"TRUE",63,4,"12",100,0,6,4,"Male",10,12,182,1,"plot_turk1_100_10_12_1.png"
"TRUE",46,4,"2",100,1e-04,6,4,"Male",10,12,182,2,"plot_turk1_100_10_12_2.png"
"FALSE",33,4,"2",100,0.0033,6,4,"Male",10,12,182,3,"plot_turk1_100_10_12_3.png"
"FALSE",41,4,"2",300,0.0898,6,4,"Male",1,5,182,2,"plot_turk1_300_1_5_2.png"
"TRUE",34,5,"12",300,0,6,4,"Male",3,5,182,1,"plot_turk1_300_3_5_1.png"
"TRUE",54,4,"12",300,0,6,4,"Male",3,5,182,2,"plot_turk1_300_3_5_2.png"
"TRUE",29,5,"12",300,0,6,4,"Male",5,5,182,2,"plot_turk1_300_5_5_2.png"
"TRUE",26,4,"12",300,3e-04,6,4,"Male",5,12,182,2,"plot_turk1_300_5_12_2.png"
"FALSE",137,3,"1",100,1e-04,8,3,"Female",3,5,39,1,"plot_turk1_100_3_5_1.png"
"FALSE",145,3,"1",100,0.0036,8,3,"Female",3,5,39,2,"plot_turk1_100_3_5_2.png"
"TRUE",46,3,"1",100,0,8,3,"Female",8,5,39,3,"plot_turk1_100_8_5_3.png"
"FALSE",322,2,"1",100,0.1305,8,3,"Female",1,12,39,1,"plot_turk1_100_1_12_1.png"
"TRUE",94,2,"1",100,0.0248,8,3,"Female",3,12,39,1,"plot_turk1_100_3_12_1.png"
"TRUE",58,3,"1",100,1e-04,8,3,"Female",10,12,39,2,"plot_turk1_100_10_12_2.png"
"FALSE",83,4,"1",100,0.0033,8,3,"Female",10,12,39,3,"plot_turk1_100_10_12_3.png"
"TRUE",60,2,"1",300,0.0295,8,3,"Female",3,12,39,2,"plot_turk1_300_3_12_2.png"
"TRUE",36,2,"1",300,0,8,3,"Female",5,12,39,1,"plot_turk1_300_5_12_1.png"
"TRUE",104,2,"1",300,3e-04,8,3,"Female",5,12,39,2,"plot_turk1_300_5_12_2.png"
"FALSE",61,4,"1",100,0.1785,5,1,"Female",0,5,209,1,"plot_turk1_100_0_5_1.png"
"FALSE",27,2,"1",100,0,5,1,"Female",8,5,209,1,"plot_turk1_100_8_5_1.png"
"TRUE",92,3,"1",100,0,5,1,"Female",8,12,209,1,"plot_turk1_100_8_12_1.png"
"TRUE",53,2,"1",100,0.001,5,1,"Female",8,12,209,2,"plot_turk1_100_8_12_2.png"
"TRUE",51,3,"1",100,1e-04,5,1,"Female",10,12,209,2,"plot_turk1_100_10_12_2.png"
"FALSE",52,3,"1",100,0,5,1,"Female",16,12,209,3,"plot_turk1_100_16_12_3.png"
"FALSE",27,4,"1",100,0.0036,3,5,"Female",3,5,18,2,"plot_turk1_100_3_5_2.png"
"FALSE",64,2,"4",100,0.1305,3,5,"Female",1,12,18,1,"plot_turk1_100_1_12_1.png"
"TRUE",38,2,"1",100,0.0248,3,5,"Female",3,12,18,1,"plot_turk1_100_3_12_1.png"
"FALSE",36,1,"1",100,0.1867,3,5,"Female",3,12,18,2,"plot_turk1_100_3_12_2.png"
"FALSE",55,2,"1",100,0.6744,3,5,"Female",3,12,18,3,"plot_turk1_100_3_12_3.png"
"TRUE",67,2,"1",100,0.0186,3,5,"Female",8,12,18,3,"plot_turk1_100_8_12_3.png"
"FALSE",90,1,"1",100,0.0186,3,5,"Female",8,12,18,3,"plot_turk1_100_8_12_3.png"
"FALSE",43,2,"2",300,0.0063,3,5,"Female",1,5,18,1,"plot_turk1_300_1_5_1.png"
"TRUE",34,2,"1",300,6e-04,3,5,"Female",2,5,18,2,"plot_turk1_300_2_5_2.png"
"FALSE",92,4,"1",300,6e-04,3,5,"Female",2,5,18,2,"plot_turk1_300_2_5_2.png"
"FALSE",25,2,"1",300,0,3,5,"Female",3,5,18,3,"plot_turk1_300_3_5_3.png"
"TRUE",21,1,"4",300,0,3,5,"Female",3,5,18,3,"plot_turk1_300_3_5_3.png"
"TRUE",42,1,"1",300,0,3,5,"Female",5,5,18,2,"plot_turk1_300_5_5_2.png"
"FALSE",25,1,"1",300,0.7854,3,5,"Female",1,12,18,3,"plot_turk1_300_1_12_3.png"
"FALSE",15,2,"1",300,0.0015,3,5,"Female",3,12,18,1,"plot_turk1_300_3_12_1.png"
"FALSE",75,2,"1",300,0.0015,3,5,"Female",3,12,18,1,"plot_turk1_300_3_12_1.png"
"FALSE",50,1,"4",300,0.2258,3,5,"Female",3,12,18,3,"plot_turk1_300_3_12_3.png"
"TRUE",26,2,"1",300,3e-04,3,5,"Female",5,12,18,2,"plot_turk1_300_5_12_2.png"
"TRUE",49,2,"3",300,3e-04,3,5,"Female",5,12,18,2,"plot_turk1_300_5_12_2.png"
"FALSE",23,2,"1",300,0.0082,3,5,"Female",5,12,18,3,"plot_turk1_300_5_12_3.png"
"TRUE",15,1,"4",300,0,3,5,"Female",10,12,18,1,"plot_turk1_300_10_12_1.png"
"TRUE",23,1,"1",100,0.0556,3,5,"Female",1,5,187,1,"plot_turk1_100_1_5_1.png"
"TRUE",67,2,"1",100,1e-04,3,5,"Female",3,5,187,1,"plot_turk1_100_3_5_1.png"
"FALSE",51,2,"1",100,0.0586,3,5,"Female",3,5,187,3,"plot_turk1_100_3_5_3.png"
"FALSE",48,3,"1",100,0,3,5,"Female",8,5,187,1,"plot_turk1_100_8_5_1.png"
"FALSE",38,3,"1",100,0.8414,3,5,"Female",1,12,187,3,"plot_turk1_100_1_12_3.png"
"FALSE",62,5,"1",100,0.1867,3,5,"Female",3,12,188,2,"plot_turk1_100_3_12_2.png"
"FALSE",48,2,"1",100,0.6744,3,5,"Female",3,12,187,3,"plot_turk1_100_3_12_3.png"
"TRUE",19,2,"1",100,0,3,5,"Female",8,12,187,1,"plot_turk1_100_8_12_1.png"
"TRUE",43,3,"1",100,0,3,5,"Female",8,12,188,1,"plot_turk1_100_8_12_1.png"
"FALSE",44,1,"1",100,0.001,3,5,"Female",8,12,187,2,"plot_turk1_100_8_12_2.png"
"FALSE",48,2,"1",100,0.0186,3,5,"Female",8,12,187,3,"plot_turk1_100_8_12_3.png"
"TRUE",33,3,"1",100,0.0186,3,5,"Female",8,12,188,3,"plot_turk1_100_8_12_3.png"
"TRUE",21,2,"1",100,0,3,5,"Female",10,12,187,1,"plot_turk1_100_10_12_1.png"
"TRUE",36,2,"1",100,1e-04,3,5,"Female",10,12,188,2,"plot_turk1_100_10_12_2.png"
"FALSE",34,2,"1",100,0.0033,3,5,"Female",10,12,187,3,"plot_turk1_100_10_12_3.png"
"FALSE",13,2,"1",100,0,3,5,"Female",16,12,187,1,"plot_turk1_100_16_12_1.png"
"FALSE",67,3,"1",300,0.4854,3,5,"Female",0,5,188,2,"plot_turk1_300_0_5_2.png"
"FALSE",84,3,"1",300,0.0898,3,5,"Female",1,5,187,2,"plot_turk1_300_1_5_2.png"
"FALSE",59,3,"1",300,0.0898,3,5,"Female",1,5,188,2,"plot_turk1_300_1_5_2.png"
"FALSE",23,4,"1",300,0.4401,3,5,"Female",1,5,187,3,"plot_turk1_300_1_5_3.png"
"FALSE",36,2,"1",300,0.4401,3,5,"Female",1,5,187,3,"plot_turk1_300_1_5_3.png"
"FALSE",42,4,"1",300,0.4401,3,5,"Female",1,5,188,3,"plot_turk1_300_1_5_3.png"
"TRUE",52,2,"1",300,0,3,5,"Female",2,5,187,1,"plot_turk1_300_2_5_1.png"
"FALSE",38,3,"1",300,6e-04,3,5,"Female",2,5,188,2,"plot_turk1_300_2_5_2.png"
"TRUE",19,2,"1",300,0,3,5,"Female",3,5,187,1,"plot_turk1_300_3_5_1.png"
"TRUE",40,3,"1",300,0,3,5,"Female",3,5,188,1,"plot_turk1_300_3_5_1.png"
"TRUE",30,4,"1",300,0.0015,3,5,"Female",3,12,187,1,"plot_turk1_300_3_12_1.png"
"TRUE",61,4,"1",300,3e-04,3,5,"Female",5,12,187,2,"plot_turk1_300_5_12_2.png"
"FALSE",46,3,"1",300,3e-04,3,5,"Female",5,12,187,2,"plot_turk1_300_5_12_2.png"
"TRUE",21,2,"1",300,0,3,5,"Female",10,12,188,1,"plot_turk1_300_10_12_1.png"
"FALSE",90,5,"1",300,0.8156,5,1,"Female",0,5,209,3,"plot_turk1_300_0_5_3.png"
"FALSE",68,3,"1",300,0.0155,5,1,"Female",2,5,209,3,"plot_turk1_300_2_5_3.png"
"TRUE",26,2,"1",300,0,5,1,"Female",3,5,209,1,"plot_turk1_300_3_5_1.png"
"TRUE",68,4,"1",300,0.0295,5,1,"Female",3,12,209,2,"plot_turk1_300_3_12_2.png"
"FALSE",58,4,"1",300,0.2258,5,1,"Female",3,12,209,3,"plot_turk1_300_3_12_3.png"
"FALSE",48,4,"1",300,0.0082,5,1,"Female",5,12,209,3,"plot_turk1_300_5_12_3.png"
"FALSE",38,2,"2",100,1e-04,0,0,"Male",3,5,197,1,"plot_turk1_100_3_5_1.png"
"TRUE",51,2,"1",100,0.0036,0,0,"Male",3,5,197,2,"plot_turk1_100_3_5_2.png"
"FALSE",86,2,"1",100,0.0586,0,0,"Male",3,5,197,3,"plot_turk1_100_3_5_3.png"
"FALSE",19,2,"1",100,0.0586,0,0,"Male",3,5,197,3,"plot_turk1_100_3_5_3.png"
"TRUE",14,2,"1",100,2e-04,0,0,"Male",5,5,197,3,"plot_turk1_100_5_5_3.png"
"TRUE",11,2,"1",100,0,0,0,"Male",8,5,197,2,"plot_turk1_100_8_5_2.png"
"FALSE",46,2,"2",100,0.0248,0,0,"Male",3,12,197,1,"plot_turk1_100_3_12_1.png"
"FALSE",22,2,"1",100,0.1867,0,0,"Male",3,12,197,2,"plot_turk1_100_3_12_2.png"
"FALSE",30,2,"12",100,0.6744,0,0,"Male",3,12,197,3,"plot_turk1_100_3_12_3.png"
"TRUE",34,2,"1",100,0.001,0,0,"Male",8,12,197,2,"plot_turk1_100_8_12_2.png"
"FALSE",19,2,"1",100,0.001,0,0,"Male",8,12,197,2,"plot_turk1_100_8_12_2.png"
"FALSE",21,2,"1",100,0,0,0,"Male",10,12,197,1,"plot_turk1_100_10_12_1.png"
"FALSE",26,2,"1",100,0.0033,0,0,"Male",10,12,197,3,"plot_turk1_100_10_12_3.png"
"FALSE",18,2,"2",300,0.8156,0,0,"Male",0,5,197,3,"plot_turk1_300_0_5_3.png"
"TRUE",24,2,"2",300,0.0063,0,0,"Male",1,5,197,1,"plot_turk1_300_1_5_1.png"
"FALSE",32,2,"2",300,0.4401,0,0,"Male",1,5,197,3,"plot_turk1_300_1_5_3.png"
"TRUE",34,2,"2",300,6e-04,0,0,"Male",2,5,197,2,"plot_turk1_300_2_5_2.png"
"TRUE",21,2,"12",300,0.0155,0,0,"Male",2,5,197,3,"plot_turk1_300_2_5_3.png"
"TRUE",11,2,"1",300,0,0,0,"Male",3,5,197,1,"plot_turk1_300_3_5_1.png"
"TRUE",36,2,"2",300,0,0,0,"Male",3,5,197,2,"plot_turk1_300_3_5_2.png"
"TRUE",29,2,"1",300,0,0,0,"Male",3,5,197,2,"plot_turk1_300_3_5_2.png"
"TRUE",30,2,"1",300,0,0,0,"Male",3,5,197,3,"plot_turk1_300_3_5_3.png"
"TRUE",39,2,"2",300,0,0,0,"Male",3,5,197,3,"plot_turk1_300_3_5_3.png"
"TRUE",11,2,"1",300,0,0,0,"Male",5,5,197,3,"plot_turk1_300_5_5_3.png"
"FALSE",78,2,"1",300,0.0015,0,0,"Male",3,12,197,1,"plot_turk1_300_3_12_1.png"
"FALSE",110,2,"1",300,0.0015,0,0,"Male",3,12,197,1,"plot_turk1_300_3_12_1.png"
"FALSE",138,2,"1",300,0.0015,0,0,"Male",3,12,197,1,"plot_turk1_300_3_12_1.png"
"FALSE",179,2,"12",300,0.0015,0,0,"Male",3,12,197,1,"plot_turk1_300_3_12_1.png"
"FALSE",19,3,"1",300,0.0015,0,0,"Male",3,12,197,1,"plot_turk1_300_3_12_1.png"
"FALSE",38,3,"2",300,0.0295,0,0,"Male",3,12,197,2,"plot_turk1_300_3_12_2.png"
"FALSE",130,2,"2",300,0.2258,0,0,"Male",3,12,197,3,"plot_turk1_300_3_12_3.png"
"TRUE",13,2,"1",300,0,0,0,"Male",5,12,197,1,"plot_turk1_300_5_12_1.png"
"TRUE",13,2,"2",300,3e-04,0,0,"Male",5,12,197,2,"plot_turk1_300_5_12_2.png"
"FALSE",16,2,"1",300,0.0082,0,0,"Male",5,12,197,3,"plot_turk1_300_5_12_3.png"
"FALSE",38,2,"2",100,1e-04,0,0,"Male",3,5,197,1,"plot_turk1_100_3_5_1.png"
"TRUE",51,2,"1",100,0.0036,0,0,"Male",3,5,197,2,"plot_turk1_100_3_5_2.png"
"FALSE",86,2,"1",100,0.0586,0,0,"Male",3,5,197,3,"plot_turk1_100_3_5_3.png"
"FALSE",19,2,"1",100,0.0586,0,0,"Male",3,5,197,3,"plot_turk1_100_3_5_3.png"
"TRUE",14,2,"1",100,2e-04,0,0,"Male",5,5,197,3,"plot_turk1_100_5_5_3.png"
"TRUE",11,2,"1",100,0,0,0,"Male",8,5,197,2,"plot_turk1_100_8_5_2.png"
"FALSE",46,2,"2",100,0.0248,0,0,"Male",3,12,197,1,"plot_turk1_100_3_12_1.png"
"FALSE",22,2,"1",100,0.1867,0,0,"Male",3,12,197,2,"plot_turk1_100_3_12_2.png"
"FALSE",30,2,"12",100,0.6744,0,0,"Male",3,12,197,3,"plot_turk1_100_3_12_3.png"
"TRUE",34,2,"1",100,0.001,0,0,"Male",8,12,197,2,"plot_turk1_100_8_12_2.png"
"FALSE",19,2,"1",100,0.001,0,0,"Male",8,12,197,2,"plot_turk1_100_8_12_2.png"
"FALSE",21,2,"1",100,0,0,0,"Male",10,12,197,1,"plot_turk1_100_10_12_1.png"
"FALSE",26,2,"1",100,0.0033,0,0,"Male",10,12,197,3,"plot_turk1_100_10_12_3.png"
"FALSE",18,2,"2",300,0.8156,0,0,"Male",0,5,197,3,"plot_turk1_300_0_5_3.png"
"TRUE",24,2,"2",300,0.0063,0,0,"Male",1,5,197,1,"plot_turk1_300_1_5_1.png"
"FALSE",32,2,"2",300,0.4401,0,0,"Male",1,5,197,3,"plot_turk1_300_1_5_3.png"
"TRUE",34,2,"2",300,6e-04,0,0,"Male",2,5,197,2,"plot_turk1_300_2_5_2.png"
"TRUE",21,2,"12",300,0.0155,0,0,"Male",2,5,197,3,"plot_turk1_300_2_5_3.png"
"TRUE",11,2,"1",300,0,0,0,"Male",3,5,197,1,"plot_turk1_300_3_5_1.png"
"TRUE",36,2,"2",300,0,0,0,"Male",3,5,197,2,"plot_turk1_300_3_5_2.png"
"TRUE",29,2,"1",300,0,0,0,"Male",3,5,197,2,"plot_turk1_300_3_5_2.png"
"TRUE",30,2,"1",300,0,0,0,"Male",3,5,197,3,"plot_turk1_300_3_5_3.png"
"TRUE",39,2,"2",300,0,0,0,"Male",3,5,197,3,"plot_turk1_300_3_5_3.png"
"TRUE",11,2,"1",300,0,0,0,"Male",5,5,197,3,"plot_turk1_300_5_5_3.png"
"FALSE",78,2,"1",300,0.0015,0,0,"Male",3,12,197,1,"plot_turk1_300_3_12_1.png"
"FALSE",110,2,"1",300,0.0015,0,0,"Male",3,12,197,1,"plot_turk1_300_3_12_1.png"
"FALSE",138,2,"1",300,0.0015,0,0,"Male",3,12,197,1,"plot_turk1_300_3_12_1.png"
"FALSE",179,2,"12",300,0.0015,0,0,"Male",3,12,197,1,"plot_turk1_300_3_12_1.png"
"FALSE",19,3,"1",300,0.0015,0,0,"Male",3,12,197,1,"plot_turk1_300_3_12_1.png"
"FALSE",38,3,"2",300,0.0295,0,0,"Male",3,12,197,2,"plot_turk1_300_3_12_2.png"
"FALSE",130,2,"2",300,0.2258,0,0,"Male",3,12,197,3,"plot_turk1_300_3_12_3.png"
"TRUE",13,2,"1",300,0,0,0,"Male",5,12,197,1,"plot_turk1_300_5_12_1.png"
"TRUE",13,2,"2",300,3e-04,0,0,"Male",5,12,197,2,"plot_turk1_300_5_12_2.png"
"FALSE",16,2,"1",300,0.0082,0,0,"Male",5,12,197,3,"plot_turk1_300_5_12_3.png"
"FALSE",28,4,"1",100,0.4924,3,3,"Female",0,5,19,2,"plot_turk1_100_0_5_2.png"
"TRUE",13,4,"1",100,1e-04,3,3,"Female",3,5,19,1,"plot_turk1_100_3_5_1.png"
"FALSE",24,4,"1",100,0.0586,3,3,"Female",3,5,19,3,"plot_turk1_100_3_5_3.png"
"FALSE",23,4,"1",100,0.6744,3,3,"Female",3,12,19,3,"plot_turk1_100_3_12_3.png"
"TRUE",15,4,"1",100,0,3,3,"Female",10,12,19,1,"plot_turk1_100_10_12_1.png"
"FALSE",27,3,"1",300,0.0898,3,3,"Female",1,5,19,2,"plot_turk1_300_1_5_2.png"
"TRUE",26,4,"1",300,0,3,3,"Female",5,12,19,1,"plot_turk1_300_5_12_1.png"
"TRUE",17,5,"1",300,3e-04,3,3,"Female",5,12,19,2,"plot_turk1_300_5_12_2.png"
"FALSE",24,4,"1",300,0.0082,3,3,"Female",5,12,19,3,"plot_turk1_300_5_12_3.png"
"TRUE",13,5,"1",300,0,3,3,"Female",10,12,19,3,"plot_turk1_300_10_12_3.png"
"TRUE",42,3,"1",100,0.0036,2,2,"Female",3,5,87,2,"plot_turk1_100_3_5_2.png"
"FALSE",15,5,"2",100,2e-04,2,2,"Female",5,5,87,3,"plot_turk1_100_5_5_3.png"
"FALSE",39,2,"1",100,0.0248,2,2,"Female",3,12,87,1,"plot_turk1_100_3_12_1.png"
"FALSE",33,3,"1",100,0.1867,2,2,"Female",3,12,87,2,"plot_turk1_100_3_12_2.png"
