"id","response","ip_address","response_no","plot_location","start_time","end_time","time_taken","conf_level","choice_reason","sample_size","p_value","pic_id","pic_name","experiment","difficulty","description","age","gender","academic_study","beta","sigma","replica"
94,"FALSE","72.250.233.217",1,14,"2011-04-26 20:34:55","2011-04-26 20:35:16",21,2,"1",300,0.2964,"185","plot_turk2_300_40_5_1.png","turk2","3","Turk2",2,1,2,0.4,5,1
94,"TRUE","72.250.233.217",19,19,"2011-04-26 20:29:34","2011-04-26 20:30:47",73,2,"1",100,0,"179","plot_turk2_100_600_12_1.png","turk2","0","Turk2",2,1,2,-6,12,1
94,"TRUE","72.250.233.217",7,7,"2011-04-26 20:34:23","2011-04-26 20:34:52",29,1,"1",300,1e-04,"189","plot_turk2_300_70_5_2.png","turk2","2","Turk2",2,1,2,0.7,5,2
94,"FALSE","72.250.233.217",11,10,"2011-04-26 20:31:28","2011-04-26 20:32:26",58,3,"1",100,0.0802,"175","plot_turk2_100_350_12_3.png","turk2","2","Turk2",2,1,2,-3.5,12,3
94,"TRUE","72.250.233.217",19,19,"2011-04-26 20:33:25","2011-04-26 20:33:38",13,1,"1",300,0,"196","plot_turk2_300_150_5_3.png","turk2","0","Turk2",2,1,2,1.5,5,3
94,"FALSE","72.250.233.217",11,13,"2011-04-26 20:33:40","2011-04-26 20:34:15",35,2,"1",300,0.4749,"192","plot_turk2_300_100_5_2.png","turk2","1","Turk2",2,1,2,-1,5,2
94,"TRUE","72.250.233.217",20,20,"2011-04-26 20:31:01","2011-04-26 20:31:23",22,1,"1",100,0.0061,"176","plot_turk2_100_450_12_1.png","turk2","1","Turk2",2,1,2,-4.5,12,1
94,"FALSE","72.250.233.217",18,13,"2011-04-26 20:32:51","2011-04-26 20:33:23",32,2,"1",100,0.8014,"169","plot_turk2_100_50_12_3.png","turk2","4","Turk2",2,1,2,-0.5,12,3
95,"FALSE","174.109.176.211",6,14,"2011-04-26 18:39:34","2011-04-26 18:39:45",11,2,"1",100,0.4696,"170","plot_turk2_100_150_12_1.png","turk2","3","Turk2",3,1,5,-1.5,12,1
95,"TRUE","174.109.176.211",19,19,"2011-04-26 18:37:56","2011-04-26 18:38:05",9,5,"12",100,0,"179","plot_turk2_100_600_12_1.png","turk2","0","Turk2",3,1,5,-6,12,1
95,"TRUE","174.109.176.211",2,2,"2011-04-26 18:36:52","2011-04-26 18:37:02",10,5,"123",100,0,"178","plot_turk2_100_450_12_3.png","turk2","1","Turk2",3,1,5,4.5,12,3
95,"FALSE","174.109.176.211",11,15,"2011-04-26 18:35:05","2011-04-26 18:35:36",31,4,"1",100,0,"162","plot_turk2_100_175_5_2.png","turk2","1","Turk2",3,1,5,1.75,5,2
95,"TRUE","174.109.176.211",19,19,"2011-04-26 18:36:39","2011-04-26 18:36:50",11,5,"1",100,0,"180","plot_turk2_100_600_12_2.png","turk2","0","Turk2",3,1,5,-6,12,2
95,"TRUE","174.109.176.211",13,13,"2011-04-26 18:38:46","2011-04-26 18:39:27",41,5,"1",300,0,"210","plot_turk2_300_350_12_2.png","turk2","0","Turk2",3,1,5,3.5,12,2
95,"FALSE","174.109.176.211",12,6,"2011-04-26 18:38:29","2011-04-26 18:38:43",14,2,"1",300,0.2873,"197","plot_turk2_300_0_12_1.png","turk2","4","Turk2",3,1,5,0,12,1
95,"TRUE","174.109.176.211",18,18,"2011-04-26 18:34:17","2011-04-26 18:34:53",36,5,"1",100,0,"166","plot_turk2_100_275_5_3.png","turk2","0","Turk2",3,1,5,2.75,5,3
95,"FALSE","174.109.176.211",16,9,"2011-04-26 18:35:41","2011-04-26 18:35:57",16,5,"13",100,0.1034,"159","plot_turk2_100_125_5_2.png","turk2","2","Turk2",3,1,5,1.25,5,2
95,"FALSE","174.109.176.211",19,8,"2011-04-26 18:37:36","2011-04-26 18:37:48",12,2,"1",100,0.9403,"171","plot_turk2_100_150_12_2.png","turk2","3","Turk2",3,1,5,-1.5,12,2
95,"FALSE","174.109.176.211",11,5,"2011-04-26 18:36:20","2011-04-26 18:36:38",18,4,"1",100,0.5453,"154","plot_turk2_100_25_5_3.png","turk2","4","Turk2",3,1,5,-0.25,5,3
95,"TRUE","174.109.176.211",19,19,"2011-04-26 18:38:07","2011-04-26 18:38:16",9,5,"13",100,0,"180","plot_turk2_100_600_12_2.png","turk2","0","Turk2",3,1,5,-6,12,2
95,"FALSE","174.109.176.211",11,10,"2011-04-26 18:37:04","2011-04-26 18:37:34",30,3,"1",100,0.0802,"175","plot_turk2_100_350_12_3.png","turk2","2","Turk2",3,1,5,-3.5,12,3
95,"TRUE","174.109.176.211",13,13,"2011-04-26 18:36:03","2011-04-26 18:36:18",15,4,"1",100,9e-04,"155","plot_turk2_100_75_5_1.png","turk2","3","Turk2",3,1,5,0.75,5,1
95,"TRUE","174.109.176.211",2,2,"2011-04-26 18:38:18","2011-04-26 18:38:27",9,5,"1",100,0,"178","plot_turk2_100_450_12_3.png","turk2","1","Turk2",3,1,5,4.5,12,3
96,"FALSE","117.97.35.187",1,8,"2011-04-26 17:03:16","2011-04-26 17:03:36",20,1,"1",100,0.1235,"156","plot_turk2_100_75_5_2.png","turk2","3","Turk2",4,2,4,0.75,5,2
96,"TRUE","117.97.35.187",1,1,"2011-04-26 17:00:07","2011-04-26 17:01:17",70,1,"1",100,0,"165","plot_turk2_100_275_5_2.png","turk2","0","Turk2",4,2,4,-2.75,5,2
96,"TRUE","117.97.35.187",20,20,"2011-04-26 17:06:03","2011-04-26 17:06:24",21,1,"1",300,0,"211","plot_turk2_300_350_12_3.png","turk2","0","Turk2",4,2,4,-3.5,12,3
96,"TRUE","117.97.35.187",16,16,"2011-04-26 17:04:13","2011-04-26 17:04:27",14,1,"1",300,0,"209","plot_turk2_300_350_12_1.png","turk2","0","Turk2",4,2,4,-3.5,12,1
96,"TRUE","117.97.35.187",7,7,"2011-04-26 17:04:34","2011-04-26 17:04:51",17,1,"1",300,0.0017,"207","plot_turk2_300_230_12_2.png","turk2","1","Turk2",4,2,4,2.3,12,2
96,"FALSE","117.97.35.187",14,11,"2011-04-26 17:05:21","2011-04-26 17:05:46",25,1,"1",300,0.108,"201","plot_turk2_300_80_12_2.png","turk2","3","Turk2",4,2,4,0.8,12,2
96,"FALSE","117.97.35.187",15,9,"2011-04-26 17:02:47","2011-04-26 17:03:07",20,1,"1",100,0.1034,"159","plot_turk2_100_125_5_2.png","turk2","2","Turk2",4,2,4,1.25,5,2
96,"TRUE","117.97.35.187",15,15,"2011-04-26 17:01:51","2011-04-26 17:02:12",21,1,"1",100,0,"162","plot_turk2_100_175_5_2.png","turk2","1","Turk2",4,2,4,1.75,5,2
96,"FALSE","117.97.35.187",18,13,"2011-04-26 17:03:43","2011-04-26 17:04:03",20,1,"1",100,0.7565,"153","plot_turk2_100_25_5_2.png","turk2","4","Turk2",4,2,4,-0.25,5,2
96,"TRUE","117.97.35.187",11,11,"2011-04-26 17:05:00","2011-04-26 17:05:14",14,1,"1",300,1e-04,"204","plot_turk2_300_175_12_2.png","turk2","2","Turk2",4,2,4,1.75,12,2
97,"TRUE","71.101.127.120",10,10,"2011-04-26 17:37:37","2011-04-26 17:38:02",25,1,"1",300,6e-04,"205","plot_turk2_300_175_12_3.png","turk2","2","Turk2",8,2,1,1.75,12,3
97,"TRUE","71.101.127.120",11,11,"2011-04-26 17:38:04","2011-04-26 17:39:03",59,2,"1",300,0.0012,"200","plot_turk2_300_80_12_1.png","turk2","3","Turk2",8,2,1,0.8,12,1
97,"TRUE","71.101.127.120",7,7,"2011-04-26 17:36:35","2011-04-26 17:37:35",60,2,"1",300,0.0017,"207","plot_turk2_300_230_12_2.png","turk2","1","Turk2",8,2,1,2.3,12,2
97,"TRUE","71.101.127.120",15,15,"2011-04-26 17:30:46","2011-04-26 17:32:06",80,1,"1",100,0.0514,"174","plot_turk2_100_350_12_2.png","turk2","2","Turk2",8,2,1,-3.5,12,2
97,"TRUE","71.101.127.120",19,19,"2011-04-26 17:28:31","2011-04-26 17:29:44",73,2,"1",100,0,"179","plot_turk2_100_600_12_1.png","turk2","0","Turk2",8,2,1,-6,12,1
97,"TRUE","71.101.127.120",16,16,"2011-04-26 17:36:00","2011-04-26 17:36:33",33,1,"1",300,0,"209","plot_turk2_300_350_12_1.png","turk2","0","Turk2",8,2,1,-3.5,12,1
97,"TRUE","71.101.127.120",20,20,"2011-04-26 17:30:09","2011-04-26 17:30:42",33,1,"1",100,0.0061,"176","plot_turk2_100_450_12_1.png","turk2","1","Turk2",8,2,1,-4.5,12,1
97,"TRUE","71.101.127.120",10,10,"2011-04-26 17:32:09","2011-04-26 17:34:12",123,3,"1",100,0.1297,"172","plot_turk2_100_150_12_3.png","turk2","3","Turk2",8,2,1,1.5,12,3
97,"FALSE","71.101.127.120",8,3,"2011-04-26 17:34:16","2011-04-26 17:35:54",98,4,"1",100,0.6879,"167","plot_turk2_100_50_12_1.png","turk2","4","Turk2",8,2,1,-0.5,12,1
97,"TRUE","71.101.127.120",13,13,"2011-04-26 17:39:05","2011-04-26 17:39:32",27,1,"1",300,0,"210","plot_turk2_300_350_12_2.png","turk2","0","Turk2",8,2,1,3.5,12,2
98,"FALSE","24.16.97.227",11,5,"2011-04-26 17:18:36","2011-04-26 17:19:25",49,3,"1",100,0.5453,"154","plot_turk2_100_25_5_3.png","turk2","4","Turk2",4,1,3,-0.25,5,3
98,"TRUE","24.16.97.227",9,9,"2011-04-26 17:14:20","2011-04-26 17:16:00",100,1,"1",100,1e-04,"163","plot_turk2_100_175_5_3.png","turk2","1","Turk2",4,1,3,-1.75,5,3
98,"TRUE","24.16.97.227",10,10,"2011-04-26 17:24:54","2011-04-26 17:25:17",23,2,"1",300,0.0013,"194","plot_turk2_300_150_5_1.png","turk2","0","Turk2",4,1,3,-1.5,5,1
98,"TRUE","24.16.97.227",17,17,"2011-04-26 17:20:49","2011-04-26 17:22:41",112,4,"1",300,0.0234,"188","plot_turk2_300_70_5_1.png","turk2","2","Turk2",4,1,3,-0.7,5,1
98,"FALSE","24.16.97.227",11,13,"2011-04-26 17:20:01","2011-04-26 17:20:47",46,3,"1",300,0.4749,"192","plot_turk2_300_100_5_2.png","turk2","1","Turk2",4,1,3,-1,5,2
98,"FALSE","24.16.97.227",1,8,"2011-04-26 17:18:06","2011-04-26 17:18:34",28,2,"1",100,0.1235,"156","plot_turk2_100_75_5_2.png","turk2","3","Turk2",4,1,3,0.75,5,2
98,"TRUE","24.16.97.227",19,19,"2011-04-26 17:19:27","2011-04-26 17:19:55",28,2,"1",300,0,"196","plot_turk2_300_150_5_3.png","turk2","0","Turk2",4,1,3,1.5,5,3
98,"FALSE","24.16.97.227",19,18,"2011-04-26 17:11:49","2011-04-26 17:13:35",106,1,"1",100,0,"166","plot_turk2_100_275_5_3.png","turk2","0","Turk2",4,1,3,2.75,5,3
98,"FALSE","24.16.97.227",1,14,"2011-04-26 17:22:49","2011-04-26 17:24:51",122,4,"1",300,0.2964,"185","plot_turk2_300_40_5_1.png","turk2","3","Turk2",4,1,3,0.4,5,1
98,"FALSE","24.16.97.227",20,9,"2011-04-26 17:16:05","2011-04-26 17:18:03",118,3,"1",100,0.1034,"159","plot_turk2_100_125_5_2.png","turk2","2","Turk2",4,1,3,1.25,5,2
99,"FALSE","24.151.194.31",15,17,"2011-04-26 18:26:24","2011-04-26 18:27:18",54,3,"1",300,0.0839,"202","plot_turk2_300_80_12_3.png","turk2","3","Turk2",3,1,3,-0.8,12,3
99,"TRUE","24.151.194.31",17,17,"2011-04-26 18:30:09","2011-04-26 18:30:37",28,1,"1",100,0,"181","plot_turk2_100_600_12_3.png","turk2","0","Turk2",3,1,3,-6,12,3
99,"TRUE","24.151.194.31",18,18,"2011-04-26 18:31:08","2011-04-26 18:31:25",17,1,"1",100,0,"166","plot_turk2_100_275_5_3.png","turk2","0","Turk2",3,1,3,2.75,5,3
99,"FALSE","24.151.194.31",11,10,"2011-04-26 18:28:47","2011-04-26 18:29:39",52,3,"3",100,0.0802,"175","plot_turk2_100_350_12_3.png","turk2","2","Turk2",3,1,3,-3.5,12,3
99,"TRUE","24.151.194.31",20,20,"2011-04-26 18:24:18","2011-04-26 18:25:07",49,2,"1",300,0,"211","plot_turk2_300_350_12_3.png","turk2","0","Turk2",3,1,3,-3.5,12,3
99,"TRUE","24.151.194.31",11,11,"2011-04-26 18:25:58","2011-04-26 18:26:21",23,1,"1",300,1e-04,"204","plot_turk2_300_175_12_2.png","turk2","2","Turk2",3,1,3,1.75,12,2
99,"TRUE","24.151.194.31",19,19,"2011-04-26 18:27:59","2011-04-26 18:28:16",17,1,"1",100,0,"180","plot_turk2_100_600_12_2.png","turk2","0","Turk2",3,1,3,-6,12,2
99,"TRUE","24.151.194.31",3,3,"2011-04-26 18:28:20","2011-04-26 18:28:44",24,1,"1",100,0.0028,"177","plot_turk2_100_450_12_2.png","turk2","1","Turk2",3,1,3,4.5,12,2
99,"FALSE","24.151.194.31",2,14,"2011-04-26 18:27:24","2011-04-26 18:27:55",31,3,"1",300,0.4015,"199","plot_turk2_300_0_12_3.png","turk2","4","Turk2",3,1,3,0,12,3
99,"TRUE","24.151.194.31",10,10,"2011-04-26 18:25:27","2011-04-26 18:25:54",27,2,"1",300,0.0014,"208","plot_turk2_300_230_12_3.png","turk2","1","Turk2",3,1,3,-2.3,12,3
99,"FALSE","24.151.194.31",6,14,"2011-04-26 18:29:42","2011-04-26 18:30:05",23,2,"1",100,0.4696,"170","plot_turk2_100_150_12_1.png","turk2","3","Turk2",3,1,3,-1.5,12,1
100,"FALSE","79.114.21.107",13,6,"2011-04-26 16:48:06","2011-04-26 16:49:39",93,4,"1",100,0.0887,"160","plot_turk2_100_125_5_3.png","turk2","2","Turk2",2,1,4,-1.25,5,3
100,"FALSE","79.114.21.107",7,8,"2011-04-26 16:56:06","2011-04-26 16:56:37",31,1,"1",100,0.9403,"171","plot_turk2_100_150_12_2.png","turk2","3","Turk2",2,1,4,-1.5,12,2
100,"TRUE","79.114.21.107",7,7,"2011-04-26 16:52:27","2011-04-26 16:52:46",19,1,"1",300,1e-04,"189","plot_turk2_300_70_5_2.png","turk2","2","Turk2",2,1,4,0.7,5,2
100,"FALSE","79.114.21.107",9,18,"2011-04-26 16:54:59","2011-04-26 16:55:58",59,5,"1",300,0.5707,"184","plot_turk2_300_10_5_3.png","turk2","4","Turk2",2,1,4,-0.1,5,3
100,"FALSE","79.114.21.107",20,15,"2011-04-26 16:49:48","2011-04-26 16:50:07",19,2,"1",100,0.903,"157","plot_turk2_100_75_5_3.png","turk2","3","Turk2",2,1,4,-0.75,5,3
100,"FALSE","79.114.21.107",18,5,"2011-04-26 16:50:19","2011-04-26 16:51:11",52,3,"1",100,0.5453,"154","plot_turk2_100_25_5_3.png","turk2","4","Turk2",2,1,4,-0.25,5,3
100,"TRUE","79.114.21.107",19,19,"2011-04-26 16:51:20","2011-04-26 16:51:52",32,1,"1",300,0,"196","plot_turk2_300_150_5_3.png","turk2","0","Turk2",2,1,4,1.5,5,3
100,"TRUE","79.114.21.107",15,15,"2011-04-26 16:47:33","2011-04-26 16:48:04",31,1,"1",100,0,"162","plot_turk2_100_175_5_2.png","turk2","1","Turk2",2,1,4,1.75,5,2
100,"TRUE","79.114.21.107",1,1,"2011-04-26 16:45:10","2011-04-26 16:47:13",123,3,"1",100,0,"165","plot_turk2_100_275_5_2.png","turk2","0","Turk2",2,1,4,-2.75,5,2
100,"FALSE","79.114.21.107",1,8,"2011-04-26 16:54:20","2011-04-26 16:54:56",36,3,"1",100,0.1235,"156","plot_turk2_100_75_5_2.png","turk2","3","Turk2",2,1,4,0.75,5,2
100,"TRUE","79.114.21.107",3,3,"2011-04-26 16:52:02","2011-04-26 16:52:25",23,1,"1",300,0,"191","plot_turk2_300_100_5_1.png","turk2","1","Turk2",2,1,4,1,5,1
100,"TRUE","79.114.21.107",1,1,"2011-04-26 16:53:26","2011-04-26 16:54:18",52,4,"1",300,0.0067,"195","plot_turk2_300_150_5_2.png","turk2","0","Turk2",2,1,4,1.5,5,2
100,"FALSE","79.114.21.107",17,11,"2011-04-26 16:52:48","2011-04-26 16:53:23",35,3,"1",300,0.0895,"186","plot_turk2_300_40_5_2.png","turk2","3","Turk2",2,1,4,0.4,5,2
101,"TRUE","68.20.17.122",16,16,"2011-04-26 15:58:57","2011-04-26 15:59:10",13,3,"1",300,0,"209","plot_turk2_300_350_12_1.png","turk2","0","Turk2",9,1,5,-3.5,12,1
101,"FALSE","68.20.17.122",14,10,"2011-04-26 15:57:55","2011-04-26 15:58:17",22,4,"1",100,0.1297,"172","plot_turk2_100_150_12_3.png","turk2","3","Turk2",9,1,5,1.5,12,3
101,"TRUE","68.20.17.122",20,20,"2011-04-26 15:57:02","2011-04-26 15:57:25",23,4,"1",100,0.0061,"176","plot_turk2_100_450_12_1.png","turk2","1","Turk2",9,1,5,-4.5,12,1
101,"TRUE","68.20.17.122",17,17,"2011-04-26 15:55:34","2011-04-26 15:56:17",43,4,"1",100,0,"181","plot_turk2_100_600_12_3.png","turk2","0","Turk2",9,1,5,-6,12,3
101,"TRUE","68.20.17.122",10,10,"2011-04-26 15:59:48","2011-04-26 16:00:03",15,3,"1",300,6e-04,"205","plot_turk2_300_175_12_3.png","turk2","2","Turk2",9,1,5,1.75,12,3
101,"FALSE","68.20.17.122",14,15,"2011-04-26 15:57:28","2011-04-26 15:57:52",24,4,"1",100,0.0514,"174","plot_turk2_100_350_12_2.png","turk2","2","Turk2",9,1,5,-3.5,12,2
101,"TRUE","68.20.17.122",13,13,"2011-04-26 16:00:37","2011-04-26 16:01:02",25,4,"1",300,0,"210","plot_turk2_300_350_12_2.png","turk2","0","Turk2",9,1,5,3.5,12,2
101,"FALSE","68.20.17.122",14,13,"2011-04-26 15:58:19","2011-04-26 15:58:55",36,3,"1",100,0.5075,"168","plot_turk2_100_50_12_2.png","turk2","4","Turk2",9,1,5,-0.5,12,2
101,"FALSE","68.20.17.122",16,5,"2011-04-26 15:59:12","2011-04-26 15:59:41",29,3,"1",300,0.0317,"206","plot_turk2_300_230_12_1.png","turk2","1","Turk2",9,1,5,2.3,12,1
101,"FALSE","68.20.17.122",15,17,"2011-04-26 16:00:05","2011-04-26 16:00:35",30,3,"1",300,0.0839,"202","plot_turk2_300_80_12_3.png","turk2","3","Turk2",9,1,5,-0.8,12,3
102,"TRUE","49.203.19.133, 80.239.243.139",20,20,"2011-04-26 16:06:27","2011-04-26 16:07:05",38,1,"1",100,0.0061,"176","plot_turk2_100_450_12_1.png","turk2","1","Turk2",2,1,3,-4.5,12,1
102,"TRUE","49.203.19.133, 80.239.243.139",19,19,"2011-04-26 16:04:36","2011-04-26 16:05:49",73,2,"1",100,0,"179","plot_turk2_100_600_12_1.png","turk2","0","Turk2",2,1,3,-6,12,1
102,"FALSE","49.203.19.133, 80.239.243.139",6,1,"2011-04-26 16:07:18","2011-04-26 16:07:56",38,1,"1",100,0.0539,"173","plot_turk2_100_350_12_1.png","turk2","2","Turk2",2,1,3,3.5,12,1
102,"FALSE","49.203.19.133, 80.239.243.139",2,8,"2011-04-26 16:08:09","2011-04-26 16:09:01",52,3,"2",100,0.9403,"171","plot_turk2_100_150_12_2.png","turk2","3","Turk2",2,1,3,-1.5,12,2
102,"FALSE","49.203.19.133, 80.239.243.139",19,13,"2011-04-26 16:09:09","2011-04-26 16:10:42",93,2,"1",100,0.5075,"168","plot_turk2_100_50_12_2.png","turk2","4","Turk2",2,1,3,-0.5,12,2
103,"FALSE","180.214.145.94",11,15,"2011-04-26 15:56:49","2011-04-26 15:57:46",57,4,"123",100,0.0514,"174","plot_turk2_100_350_12_2.png","turk2","2","Turk2",2,1,3,-3.5,12,2
103,"FALSE","180.214.145.94",18,13,"2011-04-26 15:58:48","2011-04-26 15:59:21",33,4,"12",100,0.8014,"169","plot_turk2_100_50_12_3.png","turk2","4","Turk2",2,1,3,-0.5,12,3
103,"TRUE","180.214.145.94",10,10,"2011-04-26 15:59:26","2011-04-26 15:59:51",25,4,"12",300,0.0013,"194","plot_turk2_300_150_5_1.png","turk2","0","Turk2",2,1,3,-1.5,5,1
103,"TRUE","180.214.145.94",17,17,"2011-04-26 16:00:26","2011-04-26 16:00:59",33,2,"12",300,0.0234,"188","plot_turk2_300_70_5_1.png","turk2","2","Turk2",2,1,3,-0.7,5,1
103,"TRUE","180.214.145.94",2,2,"2011-04-26 15:56:26","2011-04-26 15:56:43",17,5,"12",100,0,"178","plot_turk2_100_450_12_3.png","turk2","1","Turk2",2,1,3,4.5,12,3
103,"TRUE","180.214.145.94",1,1,"2011-04-26 16:02:14","2011-04-26 16:02:31",17,3,"12",300,0.0067,"195","plot_turk2_300_150_5_2.png","turk2","0","Turk2",2,1,3,1.5,5,2
103,"FALSE","180.214.145.94",14,9,"2011-04-26 15:49:39","2011-04-26 15:50:48",69,4,"13",100,1e-04,"163","plot_turk2_100_175_5_3.png","turk2","1","Turk2",2,1,3,-1.75,5,3
103,"FALSE","180.214.145.94",12,10,"2011-04-26 15:57:56","2011-04-26 15:58:40",44,5,"12",100,0.1297,"172","plot_turk2_100_150_12_3.png","turk2","3","Turk2",2,1,3,1.5,12,3
103,"FALSE","180.214.145.94",4,15,"2011-04-26 16:01:05","2011-04-26 16:01:54",49,2,"12",300,0.352,"187","plot_turk2_300_40_5_3.png","turk2","3","Turk2",2,1,3,0.4,5,3
103,"TRUE","180.214.145.94",1,1,"2011-04-26 15:47:17","2011-04-26 15:48:54",97,4,"1",100,0,"165","plot_turk2_100_275_5_2.png","turk2","0","Turk2",2,1,3,-2.75,5,2
103,"TRUE","180.214.145.94",3,3,"2011-04-26 15:59:57","2011-04-26 16:00:21",24,4,"12",300,0,"191","plot_turk2_300_100_5_1.png","turk2","1","Turk2",2,1,3,1,5,1
103,"TRUE","180.214.145.94",17,17,"2011-04-26 15:55:31","2011-04-26 15:56:17",46,5,"12",100,0,"181","plot_turk2_100_600_12_3.png","turk2","0","Turk2",2,1,3,-6,12,3
104,"TRUE","139.140.209.75",17,17,"2011-04-26 17:56:42","2011-04-26 17:56:53",11,5,"2",300,0.0234,"188","plot_turk2_300_70_5_1.png","turk2","2","Turk2",2,1,2,-0.7,5,1
104,"TRUE","139.140.209.75",13,13,"2011-04-26 17:53:49","2011-04-26 17:54:05",16,5,"1",100,9e-04,"155","plot_turk2_100_75_5_1.png","turk2","3","Turk2",2,1,2,0.75,5,1
104,"TRUE","139.140.209.75",1,1,"2011-04-26 17:52:08","2011-04-26 17:52:26",18,5,"1",100,0,"165","plot_turk2_100_275_5_2.png","turk2","0","Turk2",2,1,2,-2.75,5,2
104,"FALSE","139.140.209.75",18,13,"2011-04-26 17:55:59","2011-04-26 17:56:12",13,4,"12",100,0.7565,"153","plot_turk2_100_25_5_2.png","turk2","4","Turk2",2,1,2,-0.25,5,2
104,"TRUE","139.140.209.75",1,1,"2011-04-26 17:56:15","2011-04-26 17:56:29",14,4,"2",300,0.0067,"195","plot_turk2_300_150_5_2.png","turk2","0","Turk2",2,1,2,1.5,5,2
104,"FALSE","139.140.209.75",9,15,"2011-04-26 17:56:54","2011-04-26 17:57:10",16,2,"2",300,0.352,"187","plot_turk2_300_40_5_3.png","turk2","3","Turk2",2,1,2,0.4,5,3
104,"FALSE","139.140.209.75",12,3,"2011-04-26 17:52:39","2011-04-26 17:53:00",21,4,"1",100,6e-04,"161","plot_turk2_100_175_5_1.png","turk2","1","Turk2",2,1,2,-1.75,5,1
104,"TRUE","139.140.209.75",10,10,"2011-04-26 17:57:14","2011-04-26 17:57:24",10,4,"1",300,0.0013,"194","plot_turk2_300_150_5_1.png","turk2","0","Turk2",2,1,2,-1.5,5,1
104,"TRUE","139.140.209.75",18,18,"2011-04-26 17:53:05","2011-04-26 17:53:47",42,3,"1",100,0.0927,"158","plot_turk2_100_125_5_1.png","turk2","2","Turk2",2,1,2,-1.25,5,1
104,"TRUE","139.140.209.75",3,3,"2011-04-26 17:56:30","2011-04-26 17:56:40",10,5,"2",300,0,"191","plot_turk2_300_100_5_1.png","turk2","1","Turk2",2,1,2,1,5,1
105,"TRUE","83.71.9.79",3,3,"2011-04-26 17:32:05","2011-04-26 17:32:21",16,1,"1",100,6e-04,"161","plot_turk2_100_175_5_1.png","turk2","1","Turk2",2,2,3,-1.75,5,1
105,"FALSE","83.71.9.79",1,14,"2011-04-26 17:38:06","2011-04-26 17:38:45",39,3,"1",300,0.2964,"185","plot_turk2_300_40_5_1.png","turk2","3","Turk2",2,2,3,0.4,5,1
105,"FALSE","83.71.9.79",2,13,"2011-04-26 17:36:28","2011-04-26 17:37:23",55,5,"1",300,0.4749,"192","plot_turk2_300_100_5_2.png","turk2","1","Turk2",2,2,3,-1,5,2
105,"TRUE","83.71.9.79",6,6,"2011-04-26 17:32:24","2011-04-26 17:33:59",95,4,"1",100,0.0887,"160","plot_turk2_100_125_5_3.png","turk2","2","Turk2",2,2,3,-1.25,5,3
105,"TRUE","83.71.9.79",10,10,"2011-04-26 17:38:47","2011-04-26 17:39:03",16,3,"1",300,0.0013,"194","plot_turk2_300_150_5_1.png","turk2","0","Turk2",2,2,3,-1.5,5,1
105,"TRUE","83.71.9.79",1,1,"2011-04-26 17:35:57","2011-04-26 17:36:25",28,2,"1",300,0.0067,"195","plot_turk2_300_150_5_2.png","turk2","0","Turk2",2,2,3,1.5,5,2
105,"TRUE","83.71.9.79",17,17,"2011-04-26 17:37:26","2011-04-26 17:38:02",36,4,"1",300,0.0234,"188","plot_turk2_300_70_5_1.png","turk2","2","Turk2",2,2,3,-0.7,5,1
105,"TRUE","83.71.9.79",1,1,"2011-04-26 17:31:14","2011-04-26 17:31:39",25,1,"1",100,0,"165","plot_turk2_100_275_5_2.png","turk2","0","Turk2",2,2,3,-2.75,5,2
105,"FALSE","83.71.9.79",10,15,"2011-04-26 17:34:04","2011-04-26 17:34:56",52,4,"1",100,0.903,"157","plot_turk2_100_75_5_3.png","turk2","3","Turk2",2,2,3,-0.75,5,3
105,"FALSE","83.71.9.79",18,5,"2011-04-26 17:35:01","2011-04-26 17:35:51",50,4,"1",100,0.5453,"154","plot_turk2_100_25_5_3.png","turk2","4","Turk2",2,2,3,-0.25,5,3
106,"FALSE","130.123.96.23",16,19,"2011-08-29 19:11:34","2011-08-29 19:12:49",75,2,"1",300,0.795,"220","plot_turk2_300_80_12_4.png","turk2","3","Turk2",7,2,5,0.8,12,4
106,"TRUE","130.123.96.23",19,19,"2011-08-29 19:13:07","2011-08-29 19:13:33",26,3,"1",100,4e-04,"217","plot_turk2_100_350_12_5.png","turk2","2","Turk2",7,2,5,-3.5,12,5
106,"TRUE","130.123.96.23",10,10,"2011-08-29 19:14:29","2011-08-29 19:14:56",27,2,"1",300,1e-04,"218","plot_turk2_300_230_12_4.png","turk2","1","Turk2",7,2,5,-2.3,12,4
106,"TRUE","130.123.96.23",1,1,"2011-08-29 19:16:28","2011-08-29 19:16:43",15,2,"1",100,0,"221","plot_turk2_100_600_12_4.png","turk2","0","Turk2",7,2,5,-6,12,4
106,"TRUE","130.123.96.23",17,17,"2011-08-29 19:13:36","2011-08-29 19:14:00",24,3,"1",100,0.003,"214","plot_turk2_100_125_5_5.png","turk2","2","Turk2",7,2,5,-1.25,5,5
106,"TRUE","130.123.96.23",5,5,"2011-08-29 19:14:58","2011-08-29 19:15:21",23,3,"1",100,0.0013,"216","plot_turk2_100_350_12_4.png","turk2","2","Turk2",7,2,5,-3.5,12,4
106,"FALSE","130.123.96.23",1,18,"2011-08-29 19:15:50","2011-08-29 19:16:04",14,3,"1",100,0.0452,"215","plot_turk2_100_150_12_4.png","turk2","3","Turk2",7,2,5,-1.5,12,4
