"beta","pow","sample_size","sigma","test"
0.51,0.888785380946175,100,5,"smooth7"
0.56,0.886767605916681,100,5,"smooth7"
0.61,0.884913188604217,100,5,"smooth7"
0.66,0.88326634477249,100,5,"smooth7"
0.71,0.881871290185206,100,5,"smooth7"
0.76,0.880774257657943,100,5,"smooth7"
0.81,0.880060880426235,100,5,"smooth7"
0.86,0.879714050912977,100,5,"smooth7"
0.91,0.879673213048958,100,5,"smooth7"
0.96,0.879877810764965,100,5,"smooth7"
1.01,0.880267287991789,100,5,"smooth7"
1.06,0.880781088660217,100,5,"smooth7"
1.11,0.881358656701037,100,5,"smooth7"
1.16,0.881939436045038,100,5,"smooth7"
1.21,0.882462870623009,100,5,"smooth7"
1.26,0.882868463219218,100,5,"smooth7"
1.31,0.883136377192129,100,5,"smooth7"
1.36,0.883351335717635,100,5,"smooth7"
1.41,0.883614354654982,100,5,"smooth7"
1.46,0.884026449863416,100,5,"smooth7"
1.51,0.884684276685658,100,5,"smooth7"
1.56,0.88552023382586,100,5,"smooth7"
1.61,0.88647355513681,100,5,"smooth7"
1.66,0.887542256020202,100,5,"smooth7"
1.71,0.888724351877731,100,5,"smooth7"
1.76,0.890017858111093,100,5,"smooth7"
1.81,0.891420790121981,100,5,"smooth7"
1.86,0.892931163312092,100,5,"smooth7"
1.91,0.894546993083118,100,5,"smooth7"
1.96,0.896266294836756,100,5,"smooth7"
2.01,0.898087083974699,100,5,"smooth7"
2.06,0.900007375898643,100,5,"smooth7"
2.11,0.902025186010282,100,5,"smooth7"
2.16,0.904138529711311,100,5,"smooth7"
2.21,0.906345422403425,100,5,"smooth7"
2.26,NA,100,5,"smooth7"
2.31,NA,100,5,"smooth7"
2.36,NA,100,5,"smooth7"
2.41,NA,100,5,"smooth7"
2.46,NA,100,5,"smooth7"
-0.01,NA,100,5,"smooth7"
-0.06,NA,100,5,"smooth7"
-0.11,0.90891046807264,100,5,"smooth7"
-0.16,0.905922078189003,100,5,"smooth7"
-0.21,0.90308156466969,100,5,"smooth7"
-0.26,0.90038582883914,100,5,"smooth7"
-0.31,0.897831772021796,100,5,"smooth7"
-0.36,0.895416295542094,100,5,"smooth7"
-0.41,0.893134141101425,100,5,"smooth7"
-0.46,0.890922297928992,100,5,"smooth7"
-0.51,0.888785380946175,100,5,"smooth7"
-0.56,0.886767605916681,100,5,"smooth7"
-0.61,0.884913188604217,100,5,"smooth7"
-0.66,0.88326634477249,100,5,"smooth7"
-0.71,0.881871290185206,100,5,"smooth7"
-0.76,0.880774257657943,100,5,"smooth7"
-0.81,0.880060880426235,100,5,"smooth7"
-0.86,0.879714050912977,100,5,"smooth7"
-0.91,0.879673213048958,100,5,"smooth7"
-0.96,0.879877810764965,100,5,"smooth7"
-1.01,0.880267287991789,100,5,"smooth7"
-1.06,0.880781088660217,100,5,"smooth7"
-1.11,0.881358656701037,100,5,"smooth7"
-1.16,0.881939436045038,100,5,"smooth7"
-1.21,0.882462870623009,100,5,"smooth7"
-1.26,0.882868463219218,100,5,"smooth7"
-1.31,0.883136377192129,100,5,"smooth7"
-1.36,0.883351335717635,100,5,"smooth7"
-1.41,0.883614354654982,100,5,"smooth7"
-1.46,0.884026449863416,100,5,"smooth7"
-1.51,0.884684276685658,100,5,"smooth7"
-1.56,0.88552023382586,100,5,"smooth7"
-1.61,0.88647355513681,100,5,"smooth7"
-1.66,0.887542256020202,100,5,"smooth7"
-1.71,0.888724351877731,100,5,"smooth7"
-1.76,0.890017858111093,100,5,"smooth7"
-1.81,0.891420790121981,100,5,"smooth7"
-1.86,0.892931163312092,100,5,"smooth7"
-1.91,0.894546993083118,100,5,"smooth7"
-1.96,0.896266294836756,100,5,"smooth7"
-2.01,0.898087083974699,100,5,"smooth7"
-2.06,0.900007375898643,100,5,"smooth7"
-2.11,0.902025186010282,100,5,"smooth7"
-2.16,0.904138529711311,100,5,"smooth7"
-2.21,0.906345422403425,100,5,"smooth7"
-2.26,NA,100,5,"smooth7"
-2.31,NA,100,5,"smooth7"
-2.36,NA,100,5,"smooth7"
-2.41,NA,100,5,"smooth7"
-2.46,NA,100,5,"smooth7"
0.01,NA,100,5,"smooth8"
0.06,NA,100,5,"smooth8"
0.11,0.909348178494937,100,5,"smooth8"
0.16,0.90562315459825,100,5,"smooth8"
0.21,0.902044607457057,100,5,"smooth8"
0.26,0.898606346650829,100,5,"smooth8"
0.31,0.895302181759031,100,5,"smooth8"
0.36,0.892125922361131,100,5,"smooth8"
0.41,0.889069066065771,100,5,"smooth8"
0.46,0.886062617708829,100,5,"smooth8"
0.51,0.883113609207412,100,5,"smooth8"
0.56,0.880272059697907,100,5,"smooth8"
0.61,0.877587988316705,100,5,"smooth8"
0.66,0.875111414200194,100,5,"smooth8"
0.71,0.872892356484764,100,5,"smooth8"
0.76,0.870982663936788,100,5,"smooth8"
0.81,0.869465717427958,100,5,"smooth8"
0.86,0.868320250417028,100,5,"smooth8"
0.91,0.86748371514777,100,5,"smooth8"
0.96,0.866893563863956,100,5,"smooth8"
1.01,0.866487248809359,100,5,"smooth8"
1.06,0.86620222222775,100,5,"smooth8"
1.11,0.865975936362903,100,5,"smooth8"
1.16,0.865745843458588,100,5,"smooth8"
1.21,0.865449395758578,100,5,"smooth8"
1.26,0.865022592965581,100,5,"smooth8"
1.31,0.864405489028897,100,5,"smooth8"
1.36,0.863700400122103,100,5,"smooth8"
1.41,0.863055343324974,100,5,"smooth8"
1.46,0.862618335717287,100,5,"smooth8"
1.51,0.862530532415982,100,5,"smooth8"
1.56,0.86267766768065,100,5,"smooth8"
1.61,0.862964570011967,100,5,"smooth8"
1.66,0.863389931295197,100,5,"smooth8"
1.71,0.8639524434156,100,5,"smooth8"
1.76,0.864650798258441,100,5,"smooth8"
1.81,0.865483687708981,100,5,"smooth8"
1.86,0.866449803652484,100,5,"smooth8"
1.91,0.867547837974212,100,5,"smooth8"
1.96,0.868776482559428,100,5,"smooth8"
2.01,0.870134429293394,100,5,"smooth8"
2.06,0.871620370061374,100,5,"smooth8"
2.11,0.873232996748629,100,5,"smooth8"
2.16,0.874971001240423,100,5,"smooth8"
2.21,0.876833075422017,100,5,"smooth8"
2.26,NA,100,5,"smooth8"
2.31,NA,100,5,"smooth8"
2.36,NA,100,5,"smooth8"
2.41,NA,100,5,"smooth8"
2.46,NA,100,5,"smooth8"
-0.01,NA,100,5,"smooth8"
-0.06,NA,100,5,"smooth8"
-0.11,0.909348178494937,100,5,"smooth8"
-0.16,0.90562315459825,100,5,"smooth8"
-0.21,0.902044607457057,100,5,"smooth8"
-0.26,0.898606346650829,100,5,"smooth8"
-0.31,0.895302181759031,100,5,"smooth8"
-0.36,0.892125922361131,100,5,"smooth8"
-0.41,0.889069066065771,100,5,"smooth8"
-0.46,0.886062617708829,100,5,"smooth8"
-0.51,0.883113609207412,100,5,"smooth8"
-0.56,0.880272059697907,100,5,"smooth8"
-0.61,0.877587988316705,100,5,"smooth8"
-0.66,0.875111414200194,100,5,"smooth8"
-0.71,0.872892356484764,100,5,"smooth8"
-0.76,0.870982663936788,100,5,"smooth8"
-0.81,0.869465717427958,100,5,"smooth8"
-0.86,0.868320250417028,100,5,"smooth8"
-0.91,0.86748371514777,100,5,"smooth8"
-0.96,0.866893563863956,100,5,"smooth8"
-1.01,0.866487248809359,100,5,"smooth8"
-1.06,0.86620222222775,100,5,"smooth8"
-1.11,0.865975936362903,100,5,"smooth8"
-1.16,0.865745843458588,100,5,"smooth8"
-1.21,0.865449395758578,100,5,"smooth8"
-1.26,0.865022592965581,100,5,"smooth8"
-1.31,0.864405489028897,100,5,"smooth8"
-1.36,0.863700400122103,100,5,"smooth8"
-1.41,0.863055343324974,100,5,"smooth8"
-1.46,0.862618335717287,100,5,"smooth8"
-1.51,0.862530532415982,100,5,"smooth8"
-1.56,0.86267766768065,100,5,"smooth8"
-1.61,0.862964570011967,100,5,"smooth8"
-1.66,0.863389931295197,100,5,"smooth8"
-1.71,0.8639524434156,100,5,"smooth8"
-1.76,0.864650798258441,100,5,"smooth8"
-1.81,0.865483687708981,100,5,"smooth8"
-1.86,0.866449803652484,100,5,"smooth8"
-1.91,0.867547837974212,100,5,"smooth8"
-1.96,0.868776482559428,100,5,"smooth8"
-2.01,0.870134429293394,100,5,"smooth8"
-2.06,0.871620370061374,100,5,"smooth8"
-2.11,0.873232996748629,100,5,"smooth8"
-2.16,0.874971001240423,100,5,"smooth8"
-2.21,0.876833075422017,100,5,"smooth8"
-2.26,NA,100,5,"smooth8"
-2.31,NA,100,5,"smooth8"
-2.36,NA,100,5,"smooth8"
-2.41,NA,100,5,"smooth8"
-2.46,NA,100,5,"smooth8"
0.01,NA,100,5,"smooth9"
0.06,NA,100,5,"smooth9"
0.11,0.895933711378056,100,5,"smooth9"
0.16,0.893534855582964,100,5,"smooth9"
0.21,0.891258318129626,100,5,"smooth9"
0.26,0.889096048770689,100,5,"smooth9"
0.31,0.887039997258797,100,5,"smooth9"
0.36,0.885082113346598,100,5,"smooth9"
0.41,0.883212465582492,100,5,"smooth9"
0.46,0.881373393395304,100,5,"smooth9"
0.51,0.879573161208052,100,5,"smooth9"
0.56,0.877855674674446,100,5,"smooth9"
0.61,0.876264839448201,100,5,"smooth9"
0.66,0.874844561183028,100,5,"smooth9"
0.71,0.87363874553264,100,5,"smooth9"
0.76,0.872695183770069,100,5,"smooth9"
0.81,0.87215598165147,100,5,"smooth9"
0.86,0.872015453769908,100,5,"smooth9"
0.91,0.8721924002159,100,5,"smooth9"
0.96,0.87260562107996,100,5,"smooth9"
1.01,0.873173916452608,100,5,"smooth9"
1.06,0.873816086424357,100,5,"smooth9"
1.11,0.874450931085726,100,5,"smooth9"
1.16,0.874997250527228,100,5,"smooth9"
1.21,0.875373844839381,100,5,"smooth9"
1.26,0.875497949955916,100,5,"smooth9"
1.31,0.875302525785333,100,5,"smooth9"
1.36,0.874926182490574,100,5,"smooth9"
1.41,0.874561790961777,100,5,"smooth9"
1.46,0.874402222089077,100,5,"smooth9"
1.51,0.874630765477936,100,5,"smooth9"
1.56,0.875078104859152,100,5,"smooth9"
1.61,0.87561257060944,100,5,"smooth9"
1.66,0.876235347098128,100,5,"smooth9"
1.71,0.876947618694543,100,5,"smooth9"
1.76,0.877750569768014,100,5,"smooth9"
1.81,0.878645384687868,100,5,"smooth9"
1.86,0.879633247823434,100,5,"smooth9"
1.91,0.880715343544038,100,5,"smooth9"
1.96,0.88189285621901,100,5,"smooth9"
2.01,0.883166970217675,100,5,"smooth9"
2.06,0.884538869909363,100,5,"smooth9"
2.11,0.8860097396634,100,5,"smooth9"
2.16,0.887580763849117,100,5,"smooth9"
2.21,0.88925312683584,100,5,"smooth9"
2.26,NA,100,5,"smooth9"
2.31,NA,100,5,"smooth9"
2.36,NA,100,5,"smooth9"
2.41,NA,100,5,"smooth9"
2.46,NA,100,5,"smooth9"
-0.01,NA,100,5,"smooth9"
-0.06,NA,100,5,"smooth9"
-0.11,0.895933711378056,100,5,"smooth9"
-0.16,0.893534855582964,100,5,"smooth9"
-0.21,0.891258318129626,100,5,"smooth9"
-0.26,0.889096048770689,100,5,"smooth9"
-0.31,0.887039997258797,100,5,"smooth9"
-0.36,0.885082113346598,100,5,"smooth9"
-0.41,0.883212465582492,100,5,"smooth9"
-0.46,0.881373393395304,100,5,"smooth9"
-0.51,0.879573161208052,100,5,"smooth9"
-0.56,0.877855674674446,100,5,"smooth9"
-0.61,0.876264839448201,100,5,"smooth9"
-0.66,0.874844561183028,100,5,"smooth9"
-0.71,0.87363874553264,100,5,"smooth9"
-0.76,0.872695183770069,100,5,"smooth9"
-0.81,0.87215598165147,100,5,"smooth9"
-0.86,0.872015453769908,100,5,"smooth9"
-0.91,0.8721924002159,100,5,"smooth9"
-0.96,0.87260562107996,100,5,"smooth9"
-1.01,0.873173916452608,100,5,"smooth9"
-1.06,0.873816086424357,100,5,"smooth9"
-1.11,0.874450931085726,100,5,"smooth9"
-1.16,0.874997250527228,100,5,"smooth9"
-1.21,0.875373844839381,100,5,"smooth9"
-1.26,0.875497949955916,100,5,"smooth9"
-1.31,0.875302525785333,100,5,"smooth9"
-1.36,0.874926182490574,100,5,"smooth9"
-1.41,0.874561790961777,100,5,"smooth9"
-1.46,0.874402222089077,100,5,"smooth9"
-1.51,0.874630765477936,100,5,"smooth9"
-1.56,0.875078104859152,100,5,"smooth9"
-1.61,0.87561257060944,100,5,"smooth9"
-1.66,0.876235347098128,100,5,"smooth9"
-1.71,0.876947618694543,100,5,"smooth9"
-1.76,0.877750569768014,100,5,"smooth9"
-1.81,0.878645384687868,100,5,"smooth9"
-1.86,0.879633247823434,100,5,"smooth9"
-1.91,0.880715343544038,100,5,"smooth9"
-1.96,0.88189285621901,100,5,"smooth9"
-2.01,0.883166970217675,100,5,"smooth9"
-2.06,0.884538869909363,100,5,"smooth9"
-2.11,0.8860097396634,100,5,"smooth9"
-2.16,0.887580763849117,100,5,"smooth9"
-2.21,0.88925312683584,100,5,"smooth9"
-2.26,NA,100,5,"smooth9"
-2.31,NA,100,5,"smooth9"
-2.36,NA,100,5,"smooth9"
-2.41,NA,100,5,"smooth9"
-2.46,NA,100,5,"smooth9"
0.01,NA,100,5,"smooth10"
0.06,NA,100,5,"smooth10"
0.11,0.903764895229531,100,5,"smooth10"
0.16,0.900344718744622,100,5,"smooth10"
0.21,0.897073278659998,100,5,"smooth10"
0.26,0.893944300359454,100,5,"smooth10"
0.31,0.890951509226787,100,5,"smooth10"
0.36,0.888088630645792,100,5,"smooth10"
0.41,0.885347601768081,100,5,"smooth10"
0.46,0.882674321767173,100,5,"smooth10"
0.51,0.880075539049003,100,5,"smooth10"
0.56,0.877591585046316,100,5,"smooth10"
0.61,0.875262791191858,100,5,"smooth10"
0.66,0.873129488918374,100,5,"smooth10"
0.71,0.87123200965861,100,5,"smooth10"
0.76,0.869613714744687,100,5,"smooth10"
0.81,0.868388806803699,100,5,"smooth10"
0.86,0.867548888019425,100,5,"smooth10"
0.91,0.86702547530334,100,5,"smooth10"
0.96,0.866750085566921,100,5,"smooth10"
1.01,0.866654235721643,100,5,"smooth10"
1.06,0.86666944267898,100,5,"smooth10"
1.11,0.866727223350408,100,5,"smooth10"
1.16,0.866759094647403,100,5,"smooth10"
1.21,0.86669657348144,100,5,"smooth10"
1.26,0.86647005495596,100,5,"smooth10"
1.31,0.866027682981892,100,5,"smooth10"
1.36,0.865482710349272,100,5,"smooth10"
1.41,0.864990181738739,100,5,"smooth10"
1.46,0.864705141830927,100,5,"smooth10"
1.51,0.864775088056612,100,5,"smooth10"
1.56,0.865068871225686,100,5,"smooth10"
1.61,0.865482556693419,100,5,"smooth10"
1.66,0.866016461534942,100,5,"smooth10"
1.71,0.866670902825384,100,5,"smooth10"
1.76,0.867446197639877,100,5,"smooth10"
1.81,0.86834266305355,100,5,"smooth10"
1.86,0.869360616141536,100,5,"smooth10"
1.91,0.870500373978963,100,5,"smooth10"
1.96,0.871762253640962,100,5,"smooth10"
2.01,0.873146572202664,100,5,"smooth10"
2.06,0.874653646739199,100,5,"smooth10"
2.11,0.876283794325698,100,5,"smooth10"
2.16,0.878037332037291,100,5,"smooth10"
2.21,0.879914576949109,100,5,"smooth10"
2.26,NA,100,5,"smooth10"
2.31,NA,100,5,"smooth10"
2.36,NA,100,5,"smooth10"
2.41,NA,100,5,"smooth10"
2.46,NA,100,5,"smooth10"
-0.01,NA,100,5,"smooth10"
-0.06,NA,100,5,"smooth10"
-0.11,0.903764895229531,100,5,"smooth10"
-0.16,0.900344718744622,100,5,"smooth10"
-0.21,0.897073278659998,100,5,"smooth10"
-0.26,0.893944300359454,100,5,"smooth10"
-0.31,0.890951509226787,100,5,"smooth10"
-0.36,0.888088630645792,100,5,"smooth10"
-0.41,0.885347601768081,100,5,"smooth10"
-0.46,0.882674321767173,100,5,"smooth10"
-0.51,0.880075539049003,100,5,"smooth10"
-0.56,0.877591585046316,100,5,"smooth10"
-0.61,0.875262791191858,100,5,"smooth10"
-0.66,0.873129488918374,100,5,"smooth10"
-0.71,0.87123200965861,100,5,"smooth10"
-0.76,0.869613714744687,100,5,"smooth10"
-0.81,0.868388806803699,100,5,"smooth10"
-0.86,0.867548888019425,100,5,"smooth10"
-0.91,0.86702547530334,100,5,"smooth10"
-0.96,0.866750085566921,100,5,"smooth10"
-1.01,0.866654235721643,100,5,"smooth10"
-1.06,0.86666944267898,100,5,"smooth10"
-1.11,0.866727223350408,100,5,"smooth10"
-1.16,0.866759094647403,100,5,"smooth10"
-1.21,0.86669657348144,100,5,"smooth10"
-1.26,0.86647005495596,100,5,"smooth10"
-1.31,0.866027682981892,100,5,"smooth10"
-1.36,0.865482710349272,100,5,"smooth10"
-1.41,0.864990181738739,100,5,"smooth10"
-1.46,0.864705141830927,100,5,"smooth10"
-1.51,0.864775088056612,100,5,"smooth10"
-1.56,0.865068871225686,100,5,"smooth10"
-1.61,0.865482556693419,100,5,"smooth10"
-1.66,0.866016461534942,100,5,"smooth10"
-1.71,0.866670902825384,100,5,"smooth10"
-1.76,0.867446197639877,100,5,"smooth10"
-1.81,0.86834266305355,100,5,"smooth10"
-1.86,0.869360616141536,100,5,"smooth10"
-1.91,0.870500373978963,100,5,"smooth10"
-1.96,0.871762253640962,100,5,"smooth10"
-2.01,0.873146572202664,100,5,"smooth10"
-2.06,0.874653646739199,100,5,"smooth10"
-2.11,0.876283794325698,100,5,"smooth10"
-2.16,0.878037332037291,100,5,"smooth10"
-2.21,0.879914576949109,100,5,"smooth10"
-2.26,NA,100,5,"smooth10"
-2.31,NA,100,5,"smooth10"
-2.36,NA,100,5,"smooth10"
-2.41,NA,100,5,"smooth10"
-2.46,NA,100,5,"smooth10"
0.01,NA,100,5,"smooth11"
0.06,NA,100,5,"smooth11"
0.11,0.891375267903884,100,5,"smooth11"
0.16,0.890384156716952,100,5,"smooth11"
0.21,0.889449231386545,100,5,"smooth11"
0.26,0.888559886109338,100,5,"smooth11"
0.31,0.887705515082005,100,5,"smooth11"
0.36,0.886875512501222,100,5,"smooth11"
0.41,0.886057989223056,100,5,"smooth11"
0.46,0.885210867442154,100,5,"smooth11"
0.51,0.884343499124681,100,5,"smooth11"
0.56,0.88349060445895,100,5,"smooth11"
0.61,0.882686903633275,100,5,"smooth11"
0.66,0.88196711683597,100,5,"smooth11"
0.71,0.881365964255347,100,5,"smooth11"
0.76,0.88092016274309,100,5,"smooth11"
0.81,0.880709861351077,100,5,"smooth11"
0.86,0.880725566389976,100,5,"smooth11"
0.91,0.88091674376653,100,5,"smooth11"
0.96,0.881232859387482,100,5,"smooth11"
1.01,0.881623379159576,100,5,"smooth11"
1.06,0.882037768989557,100,5,"smooth11"
1.11,0.882425494784167,100,5,"smooth11"
1.16,0.88273602245015,100,5,"smooth11"
1.21,0.882918817894252,100,5,"smooth11"
1.26,0.882919552829178,100,5,"smooth11"
1.31,0.882623044813779,100,5,"smooth11"
1.36,0.882143470633733,100,5,"smooth11"
1.41,0.881682629759404,100,5,"smooth11"
1.46,0.881442321661153,100,5,"smooth11"
1.51,0.881613946258984,100,5,"smooth11"
1.56,0.882008220498581,100,5,"smooth11"
1.61,0.882482266416352,100,5,"smooth11"
1.66,0.883038311137667,100,5,"smooth11"
1.71,0.883678581787892,100,5,"smooth11"
1.76,0.884405305492396,100,5,"smooth11"
1.81,0.885220709376548,100,5,"smooth11"
1.86,0.886127020565716,100,5,"smooth11"
1.91,0.887126466185268,100,5,"smooth11"
1.96,0.888221273360573,100,5,"smooth11"
2.01,0.889413669216998,100,5,"smooth11"
2.06,0.890705880879912,100,5,"smooth11"
2.11,0.892100135474684,100,5,"smooth11"
2.16,0.893598660126681,100,5,"smooth11"
2.21,0.895203681961272,100,5,"smooth11"
2.26,NA,100,5,"smooth11"
2.31,NA,100,5,"smooth11"
2.36,NA,100,5,"smooth11"
2.41,NA,100,5,"smooth11"
2.46,NA,100,5,"smooth11"
-0.01,NA,100,5,"smooth11"
-0.06,NA,100,5,"smooth11"
-0.11,0.891375267903884,100,5,"smooth11"
-0.16,0.890384156716952,100,5,"smooth11"
-0.21,0.889449231386545,100,5,"smooth11"
-0.26,0.888559886109338,100,5,"smooth11"
-0.31,0.887705515082005,100,5,"smooth11"
-0.36,0.886875512501222,100,5,"smooth11"
-0.41,0.886057989223056,100,5,"smooth11"
-0.46,0.885210867442154,100,5,"smooth11"
-0.51,0.884343499124681,100,5,"smooth11"
-0.56,0.88349060445895,100,5,"smooth11"
-0.61,0.882686903633275,100,5,"smooth11"
-0.66,0.88196711683597,100,5,"smooth11"
-0.71,0.881365964255347,100,5,"smooth11"
-0.76,0.88092016274309,100,5,"smooth11"
-0.81,0.880709861351077,100,5,"smooth11"
-0.86,0.880725566389976,100,5,"smooth11"
-0.91,0.88091674376653,100,5,"smooth11"
-0.96,0.881232859387482,100,5,"smooth11"
-1.01,0.881623379159576,100,5,"smooth11"
-1.06,0.882037768989557,100,5,"smooth11"
-1.11,0.882425494784167,100,5,"smooth11"
-1.16,0.88273602245015,100,5,"smooth11"
-1.21,0.882918817894252,100,5,"smooth11"
-1.26,0.882919552829178,100,5,"smooth11"
-1.31,0.882623044813779,100,5,"smooth11"
-1.36,0.882143470633733,100,5,"smooth11"
-1.41,0.881682629759404,100,5,"smooth11"
-1.46,0.881442321661153,100,5,"smooth11"
-1.51,0.881613946258984,100,5,"smooth11"
-1.56,0.882008220498581,100,5,"smooth11"
-1.61,0.882482266416352,100,5,"smooth11"
-1.66,0.883038311137667,100,5,"smooth11"
-1.71,0.883678581787892,100,5,"smooth11"
-1.76,0.884405305492396,100,5,"smooth11"
-1.81,0.885220709376548,100,5,"smooth11"
-1.86,0.886127020565716,100,5,"smooth11"
-1.91,0.887126466185268,100,5,"smooth11"
-1.96,0.888221273360573,100,5,"smooth11"
-2.01,0.889413669216998,100,5,"smooth11"
-2.06,0.890705880879912,100,5,"smooth11"
-2.11,0.892100135474684,100,5,"smooth11"
-2.16,0.893598660126681,100,5,"smooth11"
-2.21,0.895203681961272,100,5,"smooth11"
-2.26,NA,100,5,"smooth11"
-2.31,NA,100,5,"smooth11"
-2.36,NA,100,5,"smooth11"
-2.41,NA,100,5,"smooth11"
-2.46,NA,100,5,"smooth11"
0.01,NA,100,5,"smooth12"
0.06,NA,100,5,"smooth12"
0.11,0.905743972564693,100,5,"smooth12"
0.16,0.903338141657926,100,5,"smooth12"
0.21,0.900992150255696,100,5,"smooth12"
0.26,0.89869421920425,100,5,"smooth12"
0.31,0.896432569349839,100,5,"smooth12"
0.36,0.894195421538707,100,5,"smooth12"
0.41,0.891968702732039,100,5,"smooth12"
0.46,0.889680581256945,100,5,"smooth12"
0.51,0.887340812526329,100,5,"smooth12"
0.56,0.88500280775328,100,5,"smooth12"
0.61,0.882719978150887,100,5,"smooth12"
0.66,0.880545734932238,100,5,"smooth12"
0.71,0.878533489310423,100,5,"smooth12"
0.76,0.876727417333112,100,5,"smooth12"
0.81,0.874879297593098,100,5,"smooth12"
0.86,0.872906421166655,100,5,"smooth12"
0.91,0.870875231927167,100,5,"smooth12"
0.96,0.86885217374802,100,5,"smooth12"
1.01,0.866903690502594,100,5,"smooth12"
1.06,0.865096226064276,100,5,"smooth12"
1.11,0.863496224306448,100,5,"smooth12"
1.16,0.862170129102494,100,5,"smooth12"
1.21,0.861184384325798,100,5,"smooth12"
1.26,0.860596440043889,100,5,"smooth12"
1.31,0.860186151302404,100,5,"smooth12"
1.36,0.859914052930284,100,5,"smooth12"
1.41,0.859889116990356,100,5,"smooth12"
1.46,0.860220315545448,100,5,"smooth12"
1.51,0.861011945329883,100,5,"smooth12"
1.56,0.862191344581725,100,5,"smooth12"
1.61,0.863690884833272,100,5,"smooth12"
1.66,0.865505588213219,100,5,"smooth12"
1.71,0.867630476850257,100,5,"smooth12"
1.76,0.870060572873082,100,5,"smooth12"
1.81,0.872790898410387,100,5,"smooth12"
1.86,0.875816475590865,100,5,"smooth12"
1.91,0.87913232654321,100,5,"smooth12"
1.96,0.882733473396115,100,5,"smooth12"
2.01,0.886614938278275,100,5,"smooth12"
2.06,0.890771743318383,100,5,"smooth12"
2.11,0.895198910645132,100,5,"smooth12"
2.16,0.899891462387216,100,5,"smooth12"
2.21,0.904844420673329,100,5,"smooth12"
2.26,NA,100,5,"smooth12"
2.31,NA,100,5,"smooth12"
2.36,NA,100,5,"smooth12"
2.41,NA,100,5,"smooth12"
2.46,NA,100,5,"smooth12"
-0.01,NA,100,5,"smooth12"
-0.06,NA,100,5,"smooth12"
-0.11,0.905743972564693,100,5,"smooth12"
-0.16,0.903338141657926,100,5,"smooth12"
-0.21,0.900992150255696,100,5,"smooth12"
-0.26,0.89869421920425,100,5,"smooth12"
-0.31,0.896432569349839,100,5,"smooth12"
-0.36,0.894195421538707,100,5,"smooth12"
-0.41,0.891968702732039,100,5,"smooth12"
-0.46,0.889680581256945,100,5,"smooth12"
-0.51,0.887340812526329,100,5,"smooth12"
-0.56,0.88500280775328,100,5,"smooth12"
-0.61,0.882719978150887,100,5,"smooth12"
-0.66,0.880545734932238,100,5,"smooth12"
-0.71,0.878533489310423,100,5,"smooth12"
-0.76,0.876727417333112,100,5,"smooth12"
-0.81,0.874879297593098,100,5,"smooth12"
-0.86,0.872906421166655,100,5,"smooth12"
-0.91,0.870875231927167,100,5,"smooth12"
-0.96,0.86885217374802,100,5,"smooth12"
-1.01,0.866903690502594,100,5,"smooth12"
-1.06,0.865096226064276,100,5,"smooth12"
-1.11,0.863496224306448,100,5,"smooth12"
-1.16,0.862170129102494,100,5,"smooth12"
-1.21,0.861184384325798,100,5,"smooth12"
-1.26,0.860596440043889,100,5,"smooth12"
-1.31,0.860186151302404,100,5,"smooth12"
-1.36,0.859914052930284,100,5,"smooth12"
-1.41,0.859889116990356,100,5,"smooth12"
-1.46,0.860220315545448,100,5,"smooth12"
-1.51,0.861011945329883,100,5,"smooth12"
-1.56,0.862191344581725,100,5,"smooth12"
-1.61,0.863690884833272,100,5,"smooth12"
-1.66,0.865505588213219,100,5,"smooth12"
-1.71,0.867630476850257,100,5,"smooth12"
-1.76,0.870060572873082,100,5,"smooth12"
-1.81,0.872790898410387,100,5,"smooth12"
-1.86,0.875816475590865,100,5,"smooth12"
-1.91,0.87913232654321,100,5,"smooth12"
-1.96,0.882733473396115,100,5,"smooth12"
-2.01,0.886614938278275,100,5,"smooth12"
-2.06,0.890771743318383,100,5,"smooth12"
-2.11,0.895198910645132,100,5,"smooth12"
-2.16,0.899891462387216,100,5,"smooth12"
-2.21,0.904844420673329,100,5,"smooth12"
-2.26,NA,100,5,"smooth12"
-2.31,NA,100,5,"smooth12"
-2.36,NA,100,5,"smooth12"
