"response","time_taken","conf_level","choice_reason","sample_size","p_value","age","academic_study","gender","beta","sigma","id","pic"
"TRUE",74,3,"3",100,1e-04,5,5,"Female",0.75,5,64,"plot_turk3_100_75_5_5.png"
"TRUE",31,3,"2",100,0.0381,5,5,"Female",1.25,5,64,"plot_turk3_100_125_5_3.png"
"TRUE",16,3,"2",100,0.0487,5,5,"Female",-1.25,5,64,"plot_turk3_100_125_5_5.png"
"TRUE",23,3,"2",100,0.0771,5,5,"Female",-1.5,5,64,"plot_turk3_100_150_5_3.png"
"FALSE",32,3,"2",100,0.0622,5,5,"Female",1.5,5,64,"plot_turk3_100_150_5_5.png"
"TRUE",15,3,"2",100,0.0805,5,5,"Female",-2.25,5,64,"plot_turk3_100_225_5_1.png"
"TRUE",28,3,"2",100,0.4808,5,5,"Female",-2.25,5,64,"plot_turk3_100_225_5_5.png"
"TRUE",34,2,"1",100,9e-04,2,5,"Female",0.1,5,73,"plot_turk3_100_10_5_1.png"
"TRUE",14,2,"1",100,0.1276,2,5,"Female",-0.4,5,73,"plot_turk3_100_40_5_4.png"
"TRUE",24,2,"1",100,0.0433,2,5,"Female",0.75,5,73,"plot_turk3_100_75_5_3.png"
"TRUE",22,2,"1",100,0.1079,2,5,"Female",0.75,5,73,"plot_turk3_100_75_5_4.png"
"TRUE",55,3,"1",100,0.0476,2,5,"Female",-1.25,5,73,"plot_turk3_100_125_5_1.png"
"TRUE",52,2,"1",100,0.0484,2,5,"Female",-1.25,5,73,"plot_turk3_100_125_5_2.png"
"TRUE",25,2,"1",100,0.0771,2,5,"Female",-1.5,5,73,"plot_turk3_100_150_5_3.png"
"FALSE",16,2,"1",100,0.0622,2,5,"Female",1.5,5,73,"plot_turk3_100_150_5_5.png"
"TRUE",49,2,"1",100,0.0805,2,5,"Female",-2.25,5,73,"plot_turk3_100_225_5_1.png"
"TRUE",30,1,"1",100,0.8625,2,5,"Female",2.25,5,73,"plot_turk3_100_225_5_4.png"
"FALSE",56,2,"4",100,0,4,1,"Female",0.1,5,74,"plot_turk3_100_10_5_5.png"
"FALSE",21,4,"3",100,3e-04,4,1,"Female",0.4,5,74,"plot_turk3_100_40_5_1.png"
"FALSE",36,4,"1",100,0.003,4,1,"Female",0.75,5,74,"plot_turk3_100_75_5_1.png"
"TRUE",15,4,"3",100,0.1079,4,1,"Female",0.75,5,74,"plot_turk3_100_75_5_4.png"
"FALSE",40,4,"4",100,0.0476,4,1,"Female",-1.25,5,74,"plot_turk3_100_125_5_1.png"
"TRUE",32,4,"3",100,0.0381,4,1,"Female",1.25,5,74,"plot_turk3_100_125_5_3.png"
"TRUE",19,4,"3",100,0.1164,4,1,"Female",-1.5,5,74,"plot_turk3_100_150_5_1.png"
"TRUE",15,4,"3",100,0.0987,4,1,"Female",-1.5,5,74,"plot_turk3_100_150_5_2.png"
"TRUE",57,4,"2",100,0.0842,4,1,"Female",-2.25,5,74,"plot_turk3_100_225_5_2.png"
"TRUE",24,4,"1",100,0.8625,4,1,"Female",2.25,5,74,"plot_turk3_100_225_5_4.png"
"TRUE",15,4,"3",100,1e-04,4,3,"Male",-0.1,5,76,"plot_turk3_100_10_5_3.png"
"TRUE",13,4,"3",100,0.1276,4,3,"Male",-0.4,5,76,"plot_turk3_100_40_5_4.png"
"TRUE",14,4,"3",100,0.0433,4,3,"Male",0.75,5,76,"plot_turk3_100_75_5_3.png"
"TRUE",13,4,"3",100,0.1079,4,3,"Male",0.75,5,76,"plot_turk3_100_75_5_4.png"
"TRUE",15,4,"3",100,0.004,4,3,"Male",-1.25,5,76,"plot_turk3_100_125_5_4.png"
"TRUE",11,4,"3",100,0.0487,4,3,"Male",-1.25,5,76,"plot_turk3_100_125_5_5.png"
"TRUE",15,4,"3",100,0.1164,4,3,"Male",-1.5,5,76,"plot_turk3_100_150_5_1.png"
"TRUE",19,4,"3",100,0.0622,4,3,"Male",1.5,5,76,"plot_turk3_100_150_5_5.png"
"TRUE",30,4,"3",100,0.0842,4,3,"Male",-2.25,5,76,"plot_turk3_100_225_5_2.png"
"TRUE",31,4,"3",100,0.4808,4,3,"Male",-2.25,5,76,"plot_turk3_100_225_5_5.png"
"TRUE",90,5,"34",100,0,2,3,"Male",0.1,5,98,"plot_turk3_100_10_5_5.png"
"TRUE",54,2,"12",100,1e-04,2,3,"Male",-0.4,5,98,"plot_turk3_100_40_5_3.png"
"TRUE",62,1,"13",100,0.0056,2,3,"Male",-0.75,5,98,"plot_turk3_100_75_5_2.png"
"FALSE",83,5,"34",100,1e-04,2,3,"Male",0.75,5,98,"plot_turk3_100_75_5_5.png"
"TRUE",76,3,"3",100,0.0476,2,3,"Male",-1.25,5,98,"plot_turk3_100_125_5_1.png"
"TRUE",53,3,"3",100,0.004,2,3,"Male",-1.25,5,98,"plot_turk3_100_125_5_4.png"
"TRUE",42,1,"123",100,0.0832,2,3,"Male",-1.5,5,98,"plot_turk3_100_150_5_4.png"
"TRUE",50,2,"13",100,0.0622,2,3,"Male",1.5,5,98,"plot_turk3_100_150_5_5.png"
"TRUE",272,4,"23",100,0.0842,2,3,"Male",-2.25,5,98,"plot_turk3_100_225_5_2.png"
"TRUE",50,5,"13",100,0.4808,2,3,"Male",-2.25,5,98,"plot_turk3_100_225_5_5.png"
"TRUE",12,1,"1",100,0.0012,3,4,"Female",0.1,5,2,"plot_turk3_100_10_5_2.png"
"TRUE",16,3,"3",100,0.1276,3,4,"Female",-0.4,5,2,"plot_turk3_100_40_5_4.png"
"TRUE",21,4,"1",100,0.003,3,4,"Female",0.75,5,2,"plot_turk3_100_75_5_1.png"
"TRUE",11,3,"1",100,0.1079,3,4,"Female",0.75,5,2,"plot_turk3_100_75_5_4.png"
"FALSE",23,3,"3",100,0.0476,3,4,"Female",-1.25,5,2,"plot_turk3_100_125_5_1.png"
"TRUE",22,3,"1",100,0.004,3,4,"Female",-1.25,5,2,"plot_turk3_100_125_5_4.png"
"TRUE",17,3,"1",100,0.1164,3,4,"Female",-1.5,5,2,"plot_turk3_100_150_5_1.png"
"TRUE",14,3,"13",100,0.0832,3,4,"Female",-1.5,5,2,"plot_turk3_100_150_5_4.png"
"TRUE",16,1,"1",100,0.0805,3,4,"Female",-2.25,5,2,"plot_turk3_100_225_5_1.png"
"TRUE",16,5,"3",100,0.8625,3,4,"Female",2.25,5,2,"plot_turk3_100_225_5_4.png"
"TRUE",20,4,"3",100,0.4808,3,4,"Female",-2.25,5,2,"plot_turk3_100_225_5_5.png"
"TRUE",41,3,"2",100,2e-04,2,4,"Male",0.1,5,61,"plot_turk3_100_10_5_4.png"
"TRUE",94,2,"3",100,0.009,2,4,"Male",-0.4,5,61,"plot_turk3_100_40_5_2.png"
"TRUE",70,4,"2",100,0.003,2,4,"Male",0.75,5,61,"plot_turk3_100_75_5_1.png"
"TRUE",31,1,"23",100,0.1079,2,4,"Male",0.75,5,61,"plot_turk3_100_75_5_4.png"
"TRUE",27,1,"3",100,0.0381,2,4,"Male",1.25,5,61,"plot_turk3_100_125_5_3.png"
"TRUE",2476,1,"2",100,0.0487,2,4,"Male",-1.25,5,61,"plot_turk3_100_125_5_5.png"
"TRUE",21,1,"2",100,0.0987,2,4,"Male",-1.5,5,61,"plot_turk3_100_150_5_2.png"
"TRUE",28,3,"2",100,0.0622,2,4,"Male",1.5,5,61,"plot_turk3_100_150_5_5.png"
"FALSE",78,2,"3",100,0.0842,2,4,"Male",-2.25,5,61,"plot_turk3_100_225_5_2.png"
"TRUE",125,2,"2",100,0.4808,2,4,"Male",-2.25,5,61,"plot_turk3_100_225_5_5.png"
"TRUE",13,1,"23",100,9e-04,2,3,"Male",0.1,5,140,"plot_turk3_100_10_5_1.png"
"FALSE",16,1,"13",100,0.1276,2,3,"Male",-0.4,5,140,"plot_turk3_100_40_5_4.png"
"FALSE",16,1,"23",100,0.0056,2,3,"Male",-0.75,5,140,"plot_turk3_100_75_5_2.png"
"FALSE",49,1,"23",100,0.0433,2,3,"Male",0.75,5,140,"plot_turk3_100_75_5_3.png"
"TRUE",38,1,"23",100,0.0484,2,3,"Male",-1.25,5,140,"plot_turk3_100_125_5_2.png"
"FALSE",30,1,"23",100,0.0381,2,3,"Male",1.25,5,140,"plot_turk3_100_125_5_3.png"
"TRUE",13,1,"13",100,0.0987,2,3,"Male",-1.5,5,140,"plot_turk3_100_150_5_2.png"
"TRUE",17,1,"13",100,0.0771,2,3,"Male",-1.5,5,140,"plot_turk3_100_150_5_3.png"
"TRUE",9,1,"23",100,0.0805,2,3,"Male",-2.25,5,140,"plot_turk3_100_225_5_1.png"
"FALSE",20,1,"13",100,0.2052,2,3,"Male",-2.25,5,140,"plot_turk3_100_225_5_3.png"
"TRUE",22,1,"13",100,0.8625,2,3,"Male",2.25,5,140,"plot_turk3_100_225_5_4.png"
"TRUE",17,4,"1",100,0.0012,6,5,"Female",0.1,5,135,"plot_turk3_100_10_5_2.png"
"TRUE",18,4,"2",100,0.0012,6,5,"Female",0.1,5,135,"plot_turk3_100_10_5_2.png"
"TRUE",12,4,"1",100,0.0012,6,5,"Female",0.1,5,135,"plot_turk3_100_10_5_2.png"
"TRUE",20,4,"2",100,2e-04,6,5,"Female",0.1,5,135,"plot_turk3_100_10_5_4.png"
"TRUE",24,4,"2",100,0,6,5,"Female",0.1,5,135,"plot_turk3_100_10_5_5.png"
"TRUE",19,4,"3",100,0,6,5,"Female",0.1,5,135,"plot_turk3_100_10_5_5.png"
"TRUE",18,4,"2",100,0,6,5,"Female",0.1,5,135,"plot_turk3_100_10_5_5.png"
"FALSE",48,4,"4",100,3e-04,6,5,"Female",0.4,5,135,"plot_turk3_100_40_5_1.png"
"TRUE",21,4,"2",100,3e-04,6,5,"Female",0.4,5,135,"plot_turk3_100_40_5_1.png"
"TRUE",21,4,"2",100,3e-04,6,5,"Female",0.4,5,135,"plot_turk3_100_40_5_1.png"
"TRUE",24,4,"2",100,0.1276,6,5,"Female",-0.4,5,135,"plot_turk3_100_40_5_4.png"
"TRUE",17,4,"3",100,2e-04,6,5,"Female",0.4,5,135,"plot_turk3_100_40_5_5.png"
"TRUE",35,4,"4",100,0.0056,6,5,"Female",-0.75,5,135,"plot_turk3_100_75_5_2.png"
"TRUE",40,4,"2",100,0.0056,6,5,"Female",-0.75,5,135,"plot_turk3_100_75_5_2.png"
"TRUE",26,3,"4",100,0.0056,6,5,"Female",-0.75,5,135,"plot_turk3_100_75_5_2.png"
"TRUE",48,4,"2",100,0.0433,6,5,"Female",0.75,5,135,"plot_turk3_100_75_5_3.png"
"TRUE",39,4,"1",100,0.1079,6,5,"Female",0.75,5,135,"plot_turk3_100_75_5_4.png"
"TRUE",13,4,"1",100,0.1079,6,5,"Female",0.75,5,135,"plot_turk3_100_75_5_4.png"
"TRUE",23,5,"2",100,0.1079,6,5,"Female",0.75,5,135,"plot_turk3_100_75_5_4.png"
"TRUE",19,4,"3",100,0.0476,6,5,"Female",-1.25,5,135,"plot_turk3_100_125_5_1.png"
"FALSE",41,2,"2",100,0.0484,6,5,"Female",-1.25,5,135,"plot_turk3_100_125_5_2.png"
"TRUE",41,4,"2",100,0.0381,6,5,"Female",1.25,5,135,"plot_turk3_100_125_5_3.png"
"TRUE",17,4,"2",100,0.0381,6,5,"Female",1.25,5,135,"plot_turk3_100_125_5_3.png"
"TRUE",17,4,"2",100,0.0487,6,5,"Female",-1.25,5,135,"plot_turk3_100_125_5_5.png"
"TRUE",16,4,"1",100,0.0487,6,5,"Female",-1.25,5,135,"plot_turk3_100_125_5_5.png"
"TRUE",22,5,"2",100,0.1164,6,5,"Female",-1.5,5,135,"plot_turk3_100_150_5_1.png"
"TRUE",21,4,"1",100,0.1164,6,5,"Female",-1.5,5,135,"plot_turk3_100_150_5_1.png"
"TRUE",20,4,"2",100,0.0987,6,5,"Female",-1.5,5,135,"plot_turk3_100_150_5_2.png"
"TRUE",23,4,"1",100,0.0771,6,5,"Female",-1.5,5,135,"plot_turk3_100_150_5_3.png"
"TRUE",26,4,"2",100,0.0832,6,5,"Female",-1.5,5,135,"plot_turk3_100_150_5_4.png"
"TRUE",34,4,"2",100,0.0805,6,5,"Female",-2.25,5,135,"plot_turk3_100_225_5_1.png"
"TRUE",28,4,"2",100,0.0842,6,5,"Female",-2.25,5,135,"plot_turk3_100_225_5_2.png"
"TRUE",23,4,"2",100,0.0842,6,5,"Female",-2.25,5,135,"plot_turk3_100_225_5_2.png"
"FALSE",33,5,"2",100,0.2052,6,5,"Female",-2.25,5,135,"plot_turk3_100_225_5_3.png"
"TRUE",25,4,"1",100,0.8625,6,5,"Female",2.25,5,135,"plot_turk3_100_225_5_4.png"
"TRUE",23,4,"1",100,0.8625,6,5,"Female",2.25,5,135,"plot_turk3_100_225_5_4.png"
"TRUE",77,3,"3",100,0.4808,6,5,"Female",-2.25,5,135,"plot_turk3_100_225_5_5.png"
"TRUE",41,3,"2",100,2e-04,2,4,"Male",0.1,5,61,"plot_turk3_100_10_5_4.png"
"TRUE",94,2,"3",100,0.009,2,4,"Male",-0.4,5,61,"plot_turk3_100_40_5_2.png"
"TRUE",70,4,"2",100,0.003,2,4,"Male",0.75,5,61,"plot_turk3_100_75_5_1.png"
"TRUE",31,1,"23",100,0.1079,2,4,"Male",0.75,5,61,"plot_turk3_100_75_5_4.png"
"TRUE",27,1,"3",100,0.0381,2,4,"Male",1.25,5,61,"plot_turk3_100_125_5_3.png"
"TRUE",2476,1,"2",100,0.0487,2,4,"Male",-1.25,5,61,"plot_turk3_100_125_5_5.png"
"TRUE",21,1,"2",100,0.0987,2,4,"Male",-1.5,5,61,"plot_turk3_100_150_5_2.png"
"TRUE",28,3,"2",100,0.0622,2,4,"Male",1.5,5,61,"plot_turk3_100_150_5_5.png"
"FALSE",78,2,"3",100,0.0842,2,4,"Male",-2.25,5,61,"plot_turk3_100_225_5_2.png"
"TRUE",125,2,"2",100,0.4808,2,4,"Male",-2.25,5,61,"plot_turk3_100_225_5_5.png"
"TRUE",17,4,"1",100,0.0012,6,5,"Female",0.1,5,135,"plot_turk3_100_10_5_2.png"
"TRUE",18,4,"2",100,0.0012,6,5,"Female",0.1,5,135,"plot_turk3_100_10_5_2.png"
"TRUE",12,4,"1",100,0.0012,6,5,"Female",0.1,5,135,"plot_turk3_100_10_5_2.png"
"TRUE",20,4,"2",100,2e-04,6,5,"Female",0.1,5,135,"plot_turk3_100_10_5_4.png"
"TRUE",24,4,"2",100,0,6,5,"Female",0.1,5,135,"plot_turk3_100_10_5_5.png"
"TRUE",19,4,"3",100,0,6,5,"Female",0.1,5,135,"plot_turk3_100_10_5_5.png"
"TRUE",18,4,"2",100,0,6,5,"Female",0.1,5,135,"plot_turk3_100_10_5_5.png"
"FALSE",48,4,"4",100,3e-04,6,5,"Female",0.4,5,135,"plot_turk3_100_40_5_1.png"
"TRUE",21,4,"2",100,3e-04,6,5,"Female",0.4,5,135,"plot_turk3_100_40_5_1.png"
"TRUE",21,4,"2",100,3e-04,6,5,"Female",0.4,5,135,"plot_turk3_100_40_5_1.png"
"TRUE",24,4,"2",100,0.1276,6,5,"Female",-0.4,5,135,"plot_turk3_100_40_5_4.png"
"TRUE",17,4,"3",100,2e-04,6,5,"Female",0.4,5,135,"plot_turk3_100_40_5_5.png"
"TRUE",35,4,"4",100,0.0056,6,5,"Female",-0.75,5,135,"plot_turk3_100_75_5_2.png"
"TRUE",40,4,"2",100,0.0056,6,5,"Female",-0.75,5,135,"plot_turk3_100_75_5_2.png"
"TRUE",26,3,"4",100,0.0056,6,5,"Female",-0.75,5,135,"plot_turk3_100_75_5_2.png"
"TRUE",48,4,"2",100,0.0433,6,5,"Female",0.75,5,135,"plot_turk3_100_75_5_3.png"
"TRUE",39,4,"1",100,0.1079,6,5,"Female",0.75,5,135,"plot_turk3_100_75_5_4.png"
"TRUE",13,4,"1",100,0.1079,6,5,"Female",0.75,5,135,"plot_turk3_100_75_5_4.png"
"TRUE",23,5,"2",100,0.1079,6,5,"Female",0.75,5,135,"plot_turk3_100_75_5_4.png"
"TRUE",19,4,"3",100,0.0476,6,5,"Female",-1.25,5,135,"plot_turk3_100_125_5_1.png"
"FALSE",41,2,"2",100,0.0484,6,5,"Female",-1.25,5,135,"plot_turk3_100_125_5_2.png"
"TRUE",41,4,"2",100,0.0381,6,5,"Female",1.25,5,135,"plot_turk3_100_125_5_3.png"
"TRUE",17,4,"2",100,0.0381,6,5,"Female",1.25,5,135,"plot_turk3_100_125_5_3.png"
"TRUE",17,4,"2",100,0.0487,6,5,"Female",-1.25,5,135,"plot_turk3_100_125_5_5.png"
"TRUE",16,4,"1",100,0.0487,6,5,"Female",-1.25,5,135,"plot_turk3_100_125_5_5.png"
"TRUE",22,5,"2",100,0.1164,6,5,"Female",-1.5,5,135,"plot_turk3_100_150_5_1.png"
"TRUE",21,4,"1",100,0.1164,6,5,"Female",-1.5,5,135,"plot_turk3_100_150_5_1.png"
"TRUE",20,4,"2",100,0.0987,6,5,"Female",-1.5,5,135,"plot_turk3_100_150_5_2.png"
"TRUE",23,4,"1",100,0.0771,6,5,"Female",-1.5,5,135,"plot_turk3_100_150_5_3.png"
"TRUE",26,4,"2",100,0.0832,6,5,"Female",-1.5,5,135,"plot_turk3_100_150_5_4.png"
"TRUE",34,4,"2",100,0.0805,6,5,"Female",-2.25,5,135,"plot_turk3_100_225_5_1.png"
"TRUE",28,4,"2",100,0.0842,6,5,"Female",-2.25,5,135,"plot_turk3_100_225_5_2.png"
"TRUE",23,4,"2",100,0.0842,6,5,"Female",-2.25,5,135,"plot_turk3_100_225_5_2.png"
"FALSE",33,5,"2",100,0.2052,6,5,"Female",-2.25,5,135,"plot_turk3_100_225_5_3.png"
"TRUE",25,4,"1",100,0.8625,6,5,"Female",2.25,5,135,"plot_turk3_100_225_5_4.png"
"TRUE",23,4,"1",100,0.8625,6,5,"Female",2.25,5,135,"plot_turk3_100_225_5_4.png"
"TRUE",77,3,"3",100,0.4808,6,5,"Female",-2.25,5,135,"plot_turk3_100_225_5_5.png"
"TRUE",17,4,"1",100,0.0012,6,5,"Female",0.1,5,135,"plot_turk3_100_10_5_2.png"
"TRUE",18,4,"2",100,0.0012,6,5,"Female",0.1,5,135,"plot_turk3_100_10_5_2.png"
"TRUE",12,4,"1",100,0.0012,6,5,"Female",0.1,5,135,"plot_turk3_100_10_5_2.png"
"TRUE",20,4,"2",100,2e-04,6,5,"Female",0.1,5,135,"plot_turk3_100_10_5_4.png"
"TRUE",24,4,"2",100,0,6,5,"Female",0.1,5,135,"plot_turk3_100_10_5_5.png"
"TRUE",19,4,"3",100,0,6,5,"Female",0.1,5,135,"plot_turk3_100_10_5_5.png"
"TRUE",18,4,"2",100,0,6,5,"Female",0.1,5,135,"plot_turk3_100_10_5_5.png"
"FALSE",48,4,"4",100,3e-04,6,5,"Female",0.4,5,135,"plot_turk3_100_40_5_1.png"
"TRUE",21,4,"2",100,3e-04,6,5,"Female",0.4,5,135,"plot_turk3_100_40_5_1.png"
"TRUE",21,4,"2",100,3e-04,6,5,"Female",0.4,5,135,"plot_turk3_100_40_5_1.png"
"TRUE",24,4,"2",100,0.1276,6,5,"Female",-0.4,5,135,"plot_turk3_100_40_5_4.png"
"TRUE",17,4,"3",100,2e-04,6,5,"Female",0.4,5,135,"plot_turk3_100_40_5_5.png"
"TRUE",35,4,"4",100,0.0056,6,5,"Female",-0.75,5,135,"plot_turk3_100_75_5_2.png"
"TRUE",40,4,"2",100,0.0056,6,5,"Female",-0.75,5,135,"plot_turk3_100_75_5_2.png"
"TRUE",26,3,"4",100,0.0056,6,5,"Female",-0.75,5,135,"plot_turk3_100_75_5_2.png"
"TRUE",48,4,"2",100,0.0433,6,5,"Female",0.75,5,135,"plot_turk3_100_75_5_3.png"
"TRUE",39,4,"1",100,0.1079,6,5,"Female",0.75,5,135,"plot_turk3_100_75_5_4.png"
"TRUE",13,4,"1",100,0.1079,6,5,"Female",0.75,5,135,"plot_turk3_100_75_5_4.png"
"TRUE",23,5,"2",100,0.1079,6,5,"Female",0.75,5,135,"plot_turk3_100_75_5_4.png"
"TRUE",19,4,"3",100,0.0476,6,5,"Female",-1.25,5,135,"plot_turk3_100_125_5_1.png"
"FALSE",41,2,"2",100,0.0484,6,5,"Female",-1.25,5,135,"plot_turk3_100_125_5_2.png"
"TRUE",41,4,"2",100,0.0381,6,5,"Female",1.25,5,135,"plot_turk3_100_125_5_3.png"
"TRUE",17,4,"2",100,0.0381,6,5,"Female",1.25,5,135,"plot_turk3_100_125_5_3.png"
"TRUE",17,4,"2",100,0.0487,6,5,"Female",-1.25,5,135,"plot_turk3_100_125_5_5.png"
"TRUE",16,4,"1",100,0.0487,6,5,"Female",-1.25,5,135,"plot_turk3_100_125_5_5.png"
"TRUE",22,5,"2",100,0.1164,6,5,"Female",-1.5,5,135,"plot_turk3_100_150_5_1.png"
"TRUE",21,4,"1",100,0.1164,6,5,"Female",-1.5,5,135,"plot_turk3_100_150_5_1.png"
"TRUE",20,4,"2",100,0.0987,6,5,"Female",-1.5,5,135,"plot_turk3_100_150_5_2.png"
"TRUE",23,4,"1",100,0.0771,6,5,"Female",-1.5,5,135,"plot_turk3_100_150_5_3.png"
"TRUE",26,4,"2",100,0.0832,6,5,"Female",-1.5,5,135,"plot_turk3_100_150_5_4.png"
"TRUE",34,4,"2",100,0.0805,6,5,"Female",-2.25,5,135,"plot_turk3_100_225_5_1.png"
"TRUE",28,4,"2",100,0.0842,6,5,"Female",-2.25,5,135,"plot_turk3_100_225_5_2.png"
"TRUE",23,4,"2",100,0.0842,6,5,"Female",-2.25,5,135,"plot_turk3_100_225_5_2.png"
"FALSE",33,5,"2",100,0.2052,6,5,"Female",-2.25,5,135,"plot_turk3_100_225_5_3.png"
"TRUE",25,4,"1",100,0.8625,6,5,"Female",2.25,5,135,"plot_turk3_100_225_5_4.png"
"TRUE",23,4,"1",100,0.8625,6,5,"Female",2.25,5,135,"plot_turk3_100_225_5_4.png"
"TRUE",77,3,"3",100,0.4808,6,5,"Female",-2.25,5,135,"plot_turk3_100_225_5_5.png"
"TRUE",20,3,"3",100,1e-04,5,5,"Female",-0.1,5,44,"plot_turk3_100_10_5_3.png"
"FALSE",23,2,"1",100,0.009,5,5,"Female",-0.4,5,44,"plot_turk3_100_40_5_2.png"
"TRUE",36,3,"4",100,0.0433,5,5,"Female",0.75,5,44,"plot_turk3_100_75_5_3.png"
"TRUE",16,2,"2",100,1e-04,5,5,"Female",0.75,5,44,"plot_turk3_100_75_5_5.png"
"TRUE",367,2,"3",100,0.004,5,5,"Female",-1.25,5,44,"plot_turk3_100_125_5_4.png"
"TRUE",280,2,"2",100,0.0487,5,5,"Female",-1.25,5,44,"plot_turk3_100_125_5_5.png"
"TRUE",106,2,"2",100,0.1164,5,5,"Female",-1.5,5,44,"plot_turk3_100_150_5_1.png"
"FALSE",123,2,"3",100,0.0771,5,5,"Female",-1.5,5,44,"plot_turk3_100_150_5_3.png"
"TRUE",31,4,"3",100,0.0842,5,5,"Female",-2.25,5,44,"plot_turk3_100_225_5_2.png"
"TRUE",46,3,"4",100,0.4808,5,5,"Female",-2.25,5,44,"plot_turk3_100_225_5_5.png"
"TRUE",17,4,"1",100,0.0012,6,5,"Female",0.1,5,135,"plot_turk3_100_10_5_2.png"
"TRUE",18,4,"2",100,0.0012,6,5,"Female",0.1,5,135,"plot_turk3_100_10_5_2.png"
"TRUE",12,4,"1",100,0.0012,6,5,"Female",0.1,5,135,"plot_turk3_100_10_5_2.png"
"TRUE",20,4,"2",100,2e-04,6,5,"Female",0.1,5,135,"plot_turk3_100_10_5_4.png"
"TRUE",24,4,"2",100,0,6,5,"Female",0.1,5,135,"plot_turk3_100_10_5_5.png"
"TRUE",19,4,"3",100,0,6,5,"Female",0.1,5,135,"plot_turk3_100_10_5_5.png"
"TRUE",18,4,"2",100,0,6,5,"Female",0.1,5,135,"plot_turk3_100_10_5_5.png"
"FALSE",48,4,"4",100,3e-04,6,5,"Female",0.4,5,135,"plot_turk3_100_40_5_1.png"
"TRUE",21,4,"2",100,3e-04,6,5,"Female",0.4,5,135,"plot_turk3_100_40_5_1.png"
"TRUE",21,4,"2",100,3e-04,6,5,"Female",0.4,5,135,"plot_turk3_100_40_5_1.png"
"TRUE",24,4,"2",100,0.1276,6,5,"Female",-0.4,5,135,"plot_turk3_100_40_5_4.png"
"TRUE",17,4,"3",100,2e-04,6,5,"Female",0.4,5,135,"plot_turk3_100_40_5_5.png"
"TRUE",35,4,"4",100,0.0056,6,5,"Female",-0.75,5,135,"plot_turk3_100_75_5_2.png"
"TRUE",40,4,"2",100,0.0056,6,5,"Female",-0.75,5,135,"plot_turk3_100_75_5_2.png"
"TRUE",26,3,"4",100,0.0056,6,5,"Female",-0.75,5,135,"plot_turk3_100_75_5_2.png"
"TRUE",48,4,"2",100,0.0433,6,5,"Female",0.75,5,135,"plot_turk3_100_75_5_3.png"
"TRUE",39,4,"1",100,0.1079,6,5,"Female",0.75,5,135,"plot_turk3_100_75_5_4.png"
"TRUE",13,4,"1",100,0.1079,6,5,"Female",0.75,5,135,"plot_turk3_100_75_5_4.png"
"TRUE",23,5,"2",100,0.1079,6,5,"Female",0.75,5,135,"plot_turk3_100_75_5_4.png"
"TRUE",19,4,"3",100,0.0476,6,5,"Female",-1.25,5,135,"plot_turk3_100_125_5_1.png"
"FALSE",41,2,"2",100,0.0484,6,5,"Female",-1.25,5,135,"plot_turk3_100_125_5_2.png"
"TRUE",41,4,"2",100,0.0381,6,5,"Female",1.25,5,135,"plot_turk3_100_125_5_3.png"
"TRUE",17,4,"2",100,0.0381,6,5,"Female",1.25,5,135,"plot_turk3_100_125_5_3.png"
"TRUE",17,4,"2",100,0.0487,6,5,"Female",-1.25,5,135,"plot_turk3_100_125_5_5.png"
"TRUE",16,4,"1",100,0.0487,6,5,"Female",-1.25,5,135,"plot_turk3_100_125_5_5.png"
"TRUE",22,5,"2",100,0.1164,6,5,"Female",-1.5,5,135,"plot_turk3_100_150_5_1.png"
"TRUE",21,4,"1",100,0.1164,6,5,"Female",-1.5,5,135,"plot_turk3_100_150_5_1.png"
"TRUE",20,4,"2",100,0.0987,6,5,"Female",-1.5,5,135,"plot_turk3_100_150_5_2.png"
"TRUE",23,4,"1",100,0.0771,6,5,"Female",-1.5,5,135,"plot_turk3_100_150_5_3.png"
"TRUE",26,4,"2",100,0.0832,6,5,"Female",-1.5,5,135,"plot_turk3_100_150_5_4.png"
"TRUE",34,4,"2",100,0.0805,6,5,"Female",-2.25,5,135,"plot_turk3_100_225_5_1.png"
"TRUE",28,4,"2",100,0.0842,6,5,"Female",-2.25,5,135,"plot_turk3_100_225_5_2.png"
"TRUE",23,4,"2",100,0.0842,6,5,"Female",-2.25,5,135,"plot_turk3_100_225_5_2.png"
"FALSE",33,5,"2",100,0.2052,6,5,"Female",-2.25,5,135,"plot_turk3_100_225_5_3.png"
"TRUE",25,4,"1",100,0.8625,6,5,"Female",2.25,5,135,"plot_turk3_100_225_5_4.png"
"TRUE",23,4,"1",100,0.8625,6,5,"Female",2.25,5,135,"plot_turk3_100_225_5_4.png"
"TRUE",77,3,"3",100,0.4808,6,5,"Female",-2.25,5,135,"plot_turk3_100_225_5_5.png"
"TRUE",17,4,"1",100,0.0012,6,5,"Female",0.1,5,135,"plot_turk3_100_10_5_2.png"
"TRUE",18,4,"2",100,0.0012,6,5,"Female",0.1,5,135,"plot_turk3_100_10_5_2.png"
"TRUE",12,4,"1",100,0.0012,6,5,"Female",0.1,5,135,"plot_turk3_100_10_5_2.png"
"TRUE",20,4,"2",100,2e-04,6,5,"Female",0.1,5,135,"plot_turk3_100_10_5_4.png"
"TRUE",24,4,"2",100,0,6,5,"Female",0.1,5,135,"plot_turk3_100_10_5_5.png"
